matchid,team,match_location,final_points_i,outcome,carries_i,metres_made_i,defenders_beaten_i,clean_breaks_i,offloads_i,passes_i,turnovers_conceded_i,turnovers_won_i,kicks_from_hand_i,kick_metres_i,scrums_won_i,rucks_won_i,lineout_throws_lost_i,lineout_throws_won_i,tackles_i,missed_tackles_i,penalties_conceded_i,scrum_pens_conceded_i,lineout_pens_conceded_i,general_play_pens_conceded_i,free_kicks_conceded_i,ruck_maul_tackle_pen_con_i,red_cards_i,yellow_cards_i,final_points_r,carries_r,metres_made_r,defenders_beaten_r,clean_breaks_r,offloads_r,passes_r,turnovers_conceded_r,turnovers_won_r,kicks_from_hand_r,kick_metres_r,scrums_won_r,rucks_won_r,lineout_throws_lost_r,lineout_throws_won_r,tackles_r,missed_tackles_r,penalties_conceded_r,scrum_pens_conceded_r,lineout_pens_conceded_r,general_play_pens_conceded_r,free_kicks_conceded_r,ruck_maul_tackle_pen_con_r,red_cards_r,yellow_cards_r
271893,Benetton Rugby,home,28,loss,106,428,23,7,11,146,13,7,14,464,4,3,3,15,99,28,8,1,0,2,1,4,0,0,-4,19,137,-5,2,4,13,1,0,-2,-142,-2,1,2,4,-4,5,-1,1,0,2,-1,3,0,-1
271893,Emirates Lions,away,32,win,87,291,28,5,7,133,12,7,16,606,6,2,1,11,103,23,9,0,0,0,2,1,0,1,4,-19,-137,5,-2,-4,-13,-1,0,2,142,2,-1,-2,-4,4,-5,1,-1,0,-2,1,-3,0,1
271852,Scarlets,away,14,loss,85,288,5,2,5,98,14,9,20,810,5,7,2,14,97,19,13,6,0,1,1,3,1,0,-20,-10,-208,-14,-3,-5,-26,1,1,-4,-161,-7,1,0,4,-10,14,5,4,0,-1,1,2,1,-1
271852,Ospreys,home,34,win,95,496,19,5,10,124,13,8,24,971,12,6,2,10,107,5,8,2,0,2,0,1,0,1,20,10,208,14,3,5,26,-1,-1,4,161,7,-1,0,-4,10,-14,-5,-4,0,1,-1,-2,-1,1
271840,Dragons RFC,away,26,loss,74,335,7,3,10,103,10,7,18,641,7,6,1,9,72,15,14,5,0,2,1,1,0,1,-8,-9,-7,-8,-1,-1,-23,-8,1,0,-119,-2,0,-1,-5,4,8,7,4,0,1,0,-2,0,1
271840,DHL Stormers,home,34,win,83,342,15,4,11,126,18,6,18,760,9,6,2,14,68,7,7,1,0,1,1,3,0,0,8,9,7,8,1,1,23,8,-1,0,119,2,0,1,5,-4,-8,-7,-4,0,-1,0,2,0,-1
271904,Vodacom Bulls,home,78,win,158,609,27,11,23,210,14,7,23,743,7,4,0,12,84,7,8,2,1,1,1,2,0,0,66,80,475,20,10,16,114,0,3,7,137,2,1,-5,6,-61,-20,0,-2,1,-3,1,0,0,0
271904,Zebre Parma,away,12,loss,78,134,7,1,7,96,14,4,16,606,5,3,5,6,145,27,8,4,0,4,0,2,0,0,-66,-80,-475,-20,-10,-16,-114,0,-3,-7,-137,-2,-1,5,-6,61,20,0,2,-1,3,-1,0,0,0
271793,Vodacom Bulls,home,28,win,90,431,7,4,8,102,13,10,18,619,6,4,3,17,119,24,21,4,1,6,1,7,0,3,14,-24,91,-17,-2,-4,-65,0,3,6,-106,-5,-5,-2,4,11,17,6,3,-1,4,1,5,0,3
271793,Connacht Rugby,away,14,loss,114,340,24,6,12,167,13,7,12,725,11,9,5,13,108,7,15,1,2,2,0,2,0,0,-14,24,-91,17,2,4,65,0,-3,-6,106,5,5,2,-4,-11,-17,-6,-3,1,-4,-1,-5,0,-3
271878,Ospreys,away,3,loss,85,169,13,2,5,107,14,6,18,579,7,6,5,6,131,23,12,1,2,3,1,3,0,1,-55,-54,-532,-10,-9,-12,-97,-2,0,4,3,0,4,5,-10,20,10,4,-2,2,3,0,1,0,0
271878,Munster Rugby,home,58,win,139,701,23,11,17,204,16,6,14,576,7,2,0,16,111,13,8,3,0,0,1,2,0,1,55,54,532,10,9,12,97,2,0,-4,-3,0,-4,-5,10,-20,-10,-4,2,-2,-3,0,-1,0,0
271855,Emirates Lions,away,8,loss,107,331,20,5,2,133,14,9,21,990,7,5,2,10,88,19,8,2,0,2,0,0,0,0,-32,0,-326,1,-3,-14,-5,2,1,1,68,0,1,0,-1,-51,-1,-4,1,-1,-1,-1,-5,0,0
271855,DHL Stormers,home,40,win,107,657,19,8,16,138,12,8,20,922,7,4,2,11,139,20,12,1,1,3,1,5,0,0,32,0,326,-1,3,14,5,-2,-1,-1,-68,0,-1,0,1,51,1,4,-1,1,1,1,5,0,0
271774,Ulster Rugby,home,36,win,151,388,19,7,7,176,12,4,25,974,8,6,2,19,92,5,8,1,0,1,1,3,0,0,26,74,138,14,6,6,81,-1,-3,9,374,2,1,0,11,-94,-14,-7,-2,0,-2,1,-4,0,-1
271774,Connacht Rugby,away,10,loss,77,250,5,1,1,95,13,7,16,600,6,5,2,8,186,19,15,3,0,3,0,7,0,1,-26,-74,-138,-14,-6,-6,-81,1,3,-9,-374,-2,-1,0,-11,94,14,7,2,0,2,-1,4,0,1
271901,Benetton Rugby,away,33,loss,90,361,18,7,6,125,16,3,18,663,5,6,2,14,124,22,12,3,0,3,0,2,0,0,-10,-20,-31,-4,-1,0,-23,4,-9,-5,-87,-4,5,0,4,32,4,4,1,0,1,-1,1,0,0
271901,Hollywoodbets Sharks,home,43,win,110,392,22,8,6,148,12,12,23,750,9,1,2,10,92,18,8,2,0,2,1,1,0,0,10,20,31,4,1,0,23,-4,9,5,87,4,-5,0,-4,-32,-4,-4,-1,0,-1,1,-1,0,0
271797,Emirates Lions,away,22,win,91,314,18,6,3,115,6,7,24,871,1,5,2,12,132,34,12,3,0,3,1,5,0,0,3,-28,-174,-16,-1,-1,-62,-8,3,8,178,-6,-4,-1,-1,2,16,1,3,-1,0,0,4,0,0
271797,Edinburgh Rugby,home,19,loss,119,488,34,7,4,177,14,4,16,693,7,9,3,13,130,18,11,0,1,3,1,1,0,0,-3,28,174,16,1,1,62,8,-3,-8,-178,6,4,1,1,-2,-16,-1,-3,1,0,0,-4,0,0
271854,Vodacom Bulls,away,20,loss,92,250,13,2,13,119,17,5,17,712,2,9,2,13,92,15,20,4,1,4,0,4,1,2,-27,-4,-211,-2,-3,0,-23,9,-6,-3,-39,-4,2,0,0,-8,2,6,3,0,2,0,-2,1,2
271854,Hollywoodbets Sharks,home,47,win,96,461,15,5,13,142,8,11,20,751,6,7,2,13,100,13,14,1,1,2,0,6,0,0,27,4,211,2,3,0,23,-9,6,3,39,4,-2,0,0,8,-2,-6,-3,0,-2,0,2,-1,-2
271817,Hollywoodbets Sharks,home,24,loss,146,466,26,5,8,183,21,7,26,868,2,7,0,18,76,11,10,2,0,3,1,3,0,0,-7,64,208,15,1,3,84,14,-4,-2,-165,-1,3,-3,6,-79,-15,0,1,0,1,1,0,0,0
271817,Ulster Rugby,away,31,win,82,258,11,4,5,99,7,11,28,1033,3,4,3,12,155,26,10,1,0,2,0,3,0,0,7,-64,-208,-15,-1,-3,-84,-14,4,2,165,1,-3,3,-6,79,15,0,-1,0,-1,-1,0,0,0
271909,Benetton Rugby,away,22,loss,116,393,30,3,7,123,10,4,34,1276,8,4,2,13,119,20,12,0,0,7,0,3,0,0,-16,-12,-83,10,0,-12,-32,-4,-1,3,102,8,-2,0,-4,-3,-10,3,-2,0,4,0,2,0,-3
271909,DHL Stormers,home,38,win,128,476,20,3,19,155,14,5,31,1174,0,6,2,17,122,30,9,2,0,3,0,1,0,3,16,12,83,-10,0,12,32,4,1,-3,-102,-8,2,0,4,3,10,-3,2,0,-4,0,-2,0,3
271782,Glasgow Warriors,home,52,win,157,507,18,7,18,227,9,11,20,753,2,4,1,13,85,15,12,3,0,3,1,4,0,1,28,82,194,3,4,13,133,-1,8,4,158,-7,-1,-3,3,-77,-3,1,2,0,0,0,1,0,-1
271782,Cardiff Rugby,away,24,loss,75,313,15,3,5,94,10,3,16,595,9,5,4,10,162,18,11,1,0,3,1,3,0,2,-28,-82,-194,-3,-4,-13,-133,1,-8,-4,-158,7,1,3,-3,77,3,-1,-2,0,0,0,-1,0,1
271826,Ospreys,home,19,loss,122,306,20,4,7,125,11,6,42,1597,7,6,0,19,123,9,6,0,0,2,0,0,0,1,-3,20,22,11,0,2,-11,-4,-4,3,-91,4,3,0,-4,-31,-12,2,-2,0,1,0,0,0,1
271826,Connacht Rugby,away,22,win,102,284,9,4,5,136,15,10,39,1688,3,3,0,23,154,21,4,2,0,1,0,0,0,0,3,-20,-22,-11,0,-2,11,4,4,-3,91,-4,-3,0,4,31,12,-2,2,0,-1,0,0,0,-1
271891,Vodacom Bulls,home,25,loss,99,325,10,3,9,143,17,6,19,726,4,4,0,14,104,15,13,3,2,5,1,5,0,0,-4,9,-29,-5,1,1,28,7,-2,1,-54,-7,-5,-1,3,-16,5,5,2,2,2,1,4,0,0
271891,Emirates Lions,away,29,win,90,354,15,2,8,115,10,8,18,780,11,9,1,11,120,10,8,1,0,3,0,1,0,0,4,-9,29,5,-1,-1,-28,-7,2,-1,54,7,5,1,-3,16,-5,-5,-2,-2,-2,-1,-4,0,0
271874,Scarlets,home,37,win,90,352,13,5,8,102,12,8,25,833,5,4,1,8,190,17,13,4,0,2,1,2,0,1,9,-56,-41,-4,2,1,-82,-3,0,5,105,-1,-4,0,-8,107,4,3,2,0,0,0,1,0,0
271874,Vodacom Bulls,away,28,loss,146,393,17,3,7,184,15,8,20,728,6,8,1,16,83,13,10,2,0,2,1,1,0,1,-9,56,41,4,-2,-1,82,3,0,-5,-105,1,4,0,8,-107,-4,-3,-2,0,0,0,-1,0,0
271787,Emirates Lions,away,28,win,71,249,7,2,4,80,10,7,21,739,5,4,4,12,120,22,11,3,0,3,0,3,0,1,1,-59,-85,-15,-2,-15,-126,-2,2,-1,-262,-3,0,2,1,36,15,2,1,0,2,-1,1,0,1
271787,Ospreys,home,27,loss,130,334,22,4,19,206,12,5,22,1001,8,4,2,11,84,7,9,2,0,1,1,2,0,0,-1,59,85,15,2,15,126,2,-2,1,262,3,0,-2,-1,-36,-15,-2,-1,0,-2,1,-1,0,-1
271836,Ulster Rugby,home,36,win,122,304,18,4,17,177,11,8,20,772,6,6,3,10,113,18,14,1,1,5,1,5,0,2,21,5,72,0,1,3,23,-1,3,2,-12,2,-1,-2,-3,-20,0,2,-2,1,3,1,4,0,2
271836,Zebre Parma,away,15,loss,117,232,18,3,14,154,12,5,18,784,4,7,5,13,133,18,12,3,0,2,0,1,0,0,-21,-5,-72,0,-1,-3,-23,1,-3,-2,12,-2,1,2,3,20,0,-2,2,-1,-3,-1,-4,0,-2
271868,Zebre Parma,away,17,loss,91,276,16,6,9,125,11,6,24,910,6,7,2,10,137,18,17,1,3,4,3,3,0,1,-7,-30,-49,-2,4,5,-35,-1,-4,2,19,0,2,0,-9,30,2,7,-2,3,2,2,2,0,1
271868,Edinburgh Rugby,home,24,win,121,325,18,2,4,160,12,10,22,891,6,5,2,19,107,16,10,3,0,2,1,1,0,0,7,30,49,2,-4,-5,35,1,4,-2,-19,0,-2,0,9,-30,-2,-7,2,-3,-2,-2,-2,0,-1
271900,Munster Rugby,home,26,loss,146,529,17,5,9,206,12,4,13,489,3,4,5,12,112,16,9,5,1,1,2,0,0,0,-12,50,218,1,-1,-1,73,3,-1,-9,-285,-8,1,5,2,-69,-1,-5,3,0,-4,-1,-3,0,0
271900,Glasgow Warriors,away,38,win,96,311,16,6,10,133,9,5,22,774,11,3,0,10,181,17,14,2,1,5,3,3,0,0,12,-50,-218,-1,1,1,-73,-3,1,9,285,8,-1,-5,-2,69,1,5,-3,0,4,1,3,0,0
271873,Emirates Lions,away,24,loss,85,324,18,2,1,116,12,7,24,817,3,1,7,11,212,22,8,1,0,4,0,0,0,0,-19,-82,-130,-4,-5,-13,-122,-1,2,3,-166,0,-10,6,-3,109,4,-4,1,0,-1,0,-3,0,-1
271873,Connacht Rugby,home,43,win,167,454,22,7,14,238,13,5,21,983,3,11,1,14,103,18,12,0,0,5,0,3,0,1,19,82,130,4,5,13,122,1,-2,-3,166,0,10,-6,3,-109,-4,4,-1,0,1,0,3,0,1
271800,Munster Rugby,away,11,loss,78,174,5,1,5,100,10,4,15,650,7,3,3,9,120,8,14,4,0,1,1,2,0,0,-9,-8,-17,-3,-2,-1,-9,0,-1,-3,-215,-3,-3,3,-5,21,3,1,2,-2,0,0,0,0,0
271800,Connacht Rugby,home,20,win,86,191,8,3,6,109,10,5,18,865,10,6,0,14,99,5,13,2,2,1,1,2,0,0,9,8,17,3,2,1,9,0,1,3,215,3,3,-3,5,-21,-3,-1,-2,2,0,0,0,0,0
271792,Edinburgh Rugby,away,18,loss,107,254,18,2,9,147,9,8,17,610,13,6,1,9,82,18,11,1,0,6,0,3,0,1,-16,25,-37,0,-3,-1,45,-3,3,8,113,9,0,1,0,-46,0,-3,-2,0,1,-2,1,-1,-1
271792,DHL Stormers,home,34,win,82,291,18,5,10,102,12,5,9,497,4,6,0,9,128,18,14,3,0,5,2,2,1,2,16,-25,37,0,3,1,-45,3,-3,-8,-113,-9,0,-1,0,46,0,3,2,0,-1,2,-1,1,1
271824,Zebre Parma,away,7,loss,96,302,11,2,11,126,17,3,22,763,5,4,3,9,145,21,12,3,0,3,0,2,0,1,-40,-37,-73,-10,-6,-4,-63,10,-3,-11,-448,-3,2,2,-3,45,10,6,1,0,3,0,1,0,1
271824,Dragons RFC,home,47,win,133,375,21,8,15,189,7,6,33,1211,8,2,1,12,100,11,6,2,0,0,0,1,0,0,40,37,73,10,6,4,63,-10,3,11,448,3,-2,-2,3,-45,-10,-6,-1,0,-3,0,-1,0,-1
271828,Emirates Lions,home,22,loss,82,317,16,4,7,91,7,7,29,1009,7,5,4,5,70,18,11,2,0,2,1,3,0,1,-9,4,-59,-2,-3,-8,-14,-5,2,7,32,4,-4,0,-8,-35,2,-1,1,0,-3,1,0,0,1
271828,DHL Stormers,away,31,win,78,376,18,7,15,105,12,5,22,977,3,9,4,13,105,16,12,1,0,5,0,3,0,0,9,-4,59,2,3,8,14,5,-2,-7,-32,-4,4,0,8,35,-2,1,-1,0,3,-1,0,0,-1
271783,Benetton Rugby,away,10,loss,99,278,14,2,13,116,12,10,31,934,7,5,2,7,162,21,9,2,1,2,0,3,0,1,-32,-44,-110,-7,-1,2,-83,-3,6,6,-135,4,-2,1,-11,58,7,-3,-1,1,2,-1,0,0,1
271783,Leinster Rugby,home,42,win,143,388,21,3,11,199,15,4,25,1069,3,7,1,18,104,14,12,3,0,0,1,3,0,0,32,44,110,7,1,-2,83,3,-6,-6,135,-4,2,-1,11,-58,-7,3,1,-1,-2,1,0,0,-1
271777,Scarlets,home,23,draw,147,456,21,3,10,165,12,3,30,970,7,10,2,9,121,12,13,3,0,3,0,0,0,2,0,45,199,9,2,1,27,2,-6,-3,-215,0,7,1,0,-55,-9,2,2,-1,0,-2,-4,0,1
271777,Ospreys,away,23,draw,102,257,12,1,9,138,10,9,33,1185,7,3,1,9,176,21,11,1,1,3,2,4,0,1,0,-45,-199,-9,-2,-1,-27,-2,6,3,215,0,-7,-1,0,55,9,-2,-2,1,0,2,4,0,-1
271860,Cardiff Rugby,home,19,loss,64,213,6,4,2,72,9,7,27,941,8,4,5,6,89,16,18,7,1,2,1,1,0,1,-3,-23,-29,-10,0,-10,-39,-6,0,10,27,0,-2,4,-11,6,10,9,5,1,0,0,-2,0,0
271860,Ospreys,away,22,win,87,242,16,4,12,111,15,7,17,914,8,6,1,17,83,6,9,2,0,2,1,3,0,1,3,23,29,10,0,10,39,6,0,-10,-27,0,2,-4,11,-6,-10,-9,-5,-1,0,0,2,0,0
271837,Edinburgh Rugby,home,17,loss,78,285,22,4,2,120,8,6,21,809,7,3,6,12,117,19,12,3,2,2,2,1,0,0,-21,-21,-88,3,-3,-4,-1,-4,2,-2,-6,4,-1,3,-3,29,-3,2,0,2,0,2,-1,0,0
271837,Munster Rugby,away,38,win,99,373,19,7,6,121,12,4,23,815,3,4,3,15,88,22,10,3,0,2,0,2,0,0,21,21,88,-3,3,4,1,4,-2,2,6,-4,1,-3,3,-29,3,-2,0,-2,0,-2,1,0,0
271811,Cardiff Rugby,home,31,win,90,341,15,3,7,116,6,7,18,860,8,6,5,14,175,17,12,0,1,5,1,3,0,0,17,-40,-88,-2,0,4,-56,-4,3,2,172,5,1,2,-3,60,2,-5,-4,0,3,-1,-2,0,-1
271811,Dragons RFC,away,14,loss,130,429,17,3,3,172,10,4,16,688,3,5,3,17,115,15,17,4,1,2,2,5,0,1,-17,40,88,2,0,-4,56,4,-3,-2,-172,-5,-1,-2,3,-60,-2,5,4,0,-3,1,2,0,1
271785,Edinburgh Rugby,away,31,loss,98,241,18,5,10,122,6,4,18,771,2,5,0,14,85,7,14,2,2,2,0,0,0,1,-2,27,78,11,2,5,31,-1,0,1,24,-1,-1,0,-6,-24,-11,4,1,2,-2,0,-5,0,1
271785,Vodacom Bulls,home,33,win,71,163,7,3,5,91,7,4,17,747,3,6,0,20,109,18,10,1,0,4,0,5,0,0,2,-27,-78,-11,-2,-5,-31,1,0,-1,-24,1,1,0,6,24,11,-4,-1,-2,2,0,5,0,-1
271825,Munster Rugby,home,14,loss,124,353,18,4,10,175,10,6,17,790,6,10,3,11,149,24,15,0,1,5,0,3,0,1,-1,12,106,-6,3,9,59,-2,-4,-1,10,3,2,1,-3,1,6,1,-1,-1,3,-1,-2,0,0
271825,Ulster Rugby,away,15,win,112,247,24,1,1,116,12,10,18,780,3,8,2,14,148,18,14,1,2,2,1,5,0,1,1,-12,-106,6,-3,-9,-59,2,4,1,-10,-3,-2,-1,3,-1,-6,-1,1,1,-3,1,2,0,0
271880,Edinburgh Rugby,away,14,loss,132,345,30,1,9,161,15,5,19,761,5,8,4,9,66,13,8,1,1,3,1,0,0,0,-28,61,-147,17,-7,-6,51,2,-5,-4,-50,-2,4,2,4,-95,-17,-2,0,1,-3,1,-5,0,0
271880,Scarlets,home,42,win,71,492,13,8,15,110,13,10,23,811,7,4,2,5,161,30,10,1,0,6,0,5,0,0,28,-61,147,-17,7,6,-51,-2,5,4,50,2,-4,-2,-4,95,17,2,0,-1,3,-1,5,0,0
271839,Hollywoodbets Sharks,home,25,win,90,238,20,3,8,101,16,9,18,826,4,5,1,15,92,8,9,2,0,1,1,3,0,0,15,2,-90,12,-3,-4,10,8,5,-7,57,-5,-4,-1,4,-10,-12,-5,1,0,-2,1,1,0,0
271839,Ospreys,away,10,loss,88,328,8,6,12,91,8,4,25,769,9,9,2,11,102,20,14,1,0,3,0,2,0,0,-15,-2,90,-12,3,4,-10,-8,-5,7,-57,5,4,1,-4,10,12,5,-1,0,2,-1,-1,0,0
271903,Scarlets,away,9,loss,68,266,9,3,3,78,12,3,19,816,8,3,3,5,115,21,14,5,0,3,2,1,0,0,-3,-20,-6,-12,1,0,-34,-2,-4,-2,62,-7,-4,-1,-7,32,12,6,2,0,0,1,-1,0,0
271903,Glasgow Warriors,home,12,win,88,272,21,2,3,112,14,7,21,754,15,7,4,12,83,9,8,3,0,3,1,2,0,0,3,20,6,12,-1,0,34,2,4,2,-62,7,4,1,7,-32,-12,-6,-2,0,0,-1,1,0,0
271914,Dragons RFC,home,31,win,99,256,21,2,14,109,8,5,21,776,4,4,1,15,162,20,14,3,0,6,0,1,0,0,17,-19,-11,1,0,6,-39,-2,0,7,203,-4,1,-2,2,61,-1,0,1,0,3,-1,-2,0,-1
271914,Scarlets,away,14,loss,118,267,20,2,8,148,10,5,14,573,8,3,3,13,101,21,14,2,0,3,1,3,0,1,-17,19,11,-1,0,-6,39,2,0,-7,-203,4,-1,2,-2,-61,1,0,-1,0,-3,1,2,0,1
271872,Glasgow Warriors,away,42,win,104,501,21,8,12,141,7,7,14,615,6,6,3,13,173,10,12,1,0,4,1,2,0,0,14,-24,202,11,6,4,-6,-5,1,3,82,0,1,3,2,51,-11,1,-1,0,0,0,1,0,-1
271872,Dragons RFC,home,28,loss,128,299,10,2,8,147,12,6,11,533,6,5,0,11,122,21,11,2,0,4,1,1,0,1,-14,24,-202,-11,-6,-4,6,5,-1,-3,-82,0,-1,-3,-2,-51,11,-1,1,0,0,0,-1,0,1
271815,Zebre Parma,home,19,loss,112,330,5,3,8,115,16,4,12,713,5,5,3,16,81,16,11,4,0,4,1,1,1,0,-19,21,44,-11,-1,-2,29,9,0,-6,-80,-3,-3,1,4,-56,11,-8,2,-2,-1,0,-2,1,-1
271815,Edinburgh Rugby,away,38,win,91,286,16,4,10,86,7,4,18,793,8,8,2,12,137,5,19,2,2,5,1,3,0,1,19,-21,-44,11,1,2,-29,-9,0,6,80,3,3,-1,-4,56,-11,8,-2,2,1,0,2,-1,1
271829,Edinburgh Rugby,away,17,loss,119,248,10,1,4,130,10,7,16,676,6,7,2,11,141,9,15,2,0,3,0,3,0,1,-7,19,57,1,-3,-2,12,2,-2,-5,-114,-5,2,2,1,2,-1,2,1,0,-3,0,0,-1,-1
271829,Benetton Rugby,home,24,win,100,191,9,4,6,118,8,9,21,790,11,5,0,10,139,10,13,1,0,6,0,3,1,2,7,-19,-57,-1,3,2,-12,-2,2,5,114,5,-2,-2,-1,-2,1,-2,-1,0,3,0,0,1,1
271861,Dragons RFC,home,14,loss,89,321,10,6,8,101,18,4,23,894,1,10,1,14,134,18,19,8,0,3,2,1,0,1,-15,-17,-85,-8,4,1,-15,7,-7,-5,-124,-9,5,-1,2,33,8,10,7,-1,0,1,1,0,1
271861,Vodacom Bulls,away,29,win,106,406,18,2,7,116,11,11,28,1018,10,5,2,12,101,10,9,1,1,3,1,0,0,0,15,17,85,8,-4,-1,15,-7,7,5,124,9,-5,1,-2,-33,-8,-10,-7,1,0,-1,-1,0,-1
271849,Dragons RFC,home,24,loss,94,330,17,6,5,137,16,4,25,866,4,11,0,14,139,21,8,1,1,5,0,0,0,1,-5,-25,24,-4,-1,-14,8,7,-9,3,-32,0,5,-3,6,21,4,-5,0,1,0,0,-3,0,1
271849,Cardiff Rugby,away,29,win,119,306,21,7,19,129,9,13,22,898,4,6,3,8,118,17,13,1,0,5,0,3,0,0,5,25,-24,4,1,14,-8,-7,9,-3,32,0,-5,3,-6,-21,-4,5,0,-1,0,0,3,0,-1
271912,Leinster Rugby,away,7,loss,59,173,8,2,6,84,13,10,19,767,5,4,3,5,186,31,14,3,0,9,1,2,0,1,-55,-110,-586,-23,-16,-17,-144,0,3,-9,-308,-3,1,2,-11,124,23,7,1,-1,8,0,2,0,0
271912,Vodacom Bulls,home,62,win,169,759,31,18,23,228,13,7,28,1075,8,3,1,16,62,8,7,2,1,1,1,0,0,1,55,110,586,23,16,17,144,0,-3,9,308,3,-1,-2,11,-124,-23,-7,-1,1,-8,0,-2,0,0
271809,Vodacom Bulls,away,17,loss,126,268,19,2,6,99,13,3,27,1068,3,4,4,9,166,15,10,3,0,6,1,2,0,1,-14,-7,-146,4,-1,0,-82,4,-2,-8,34,-4,0,1,2,0,-4,1,2,0,3,1,-1,0,1
271809,Munster Rugby,home,31,win,133,414,15,3,6,181,9,5,35,1034,7,4,3,7,166,19,9,1,0,3,0,3,0,0,14,7,146,-4,1,0,82,-4,2,8,-34,4,0,-1,-2,0,4,-1,-2,0,-3,-1,1,0,-1
271907,Munster Rugby,away,26,win,100,247,21,3,11,117,10,5,26,902,3,2,0,9,152,25,14,2,1,4,1,3,0,0,2,-30,-204,-4,-3,-8,-50,0,1,3,107,-7,-4,-3,-4,53,4,7,2,1,1,1,1,0,-1
271907,DHL Stormers,home,24,loss,130,451,25,6,19,167,10,4,23,795,10,6,3,13,99,21,7,0,0,3,0,2,0,1,-2,30,204,4,3,8,50,0,-1,-3,-107,7,4,3,4,-53,-4,-7,-2,-1,-1,-1,-1,0,1
271895,Scarlets,home,32,win,91,311,15,5,8,107,12,8,26,931,8,5,0,8,127,20,19,4,0,6,0,3,0,0,12,-14,-13,-5,3,-1,-35,-4,2,5,80,2,2,-5,-7,35,5,7,4,-1,3,0,0,0,0
271895,Hollywoodbets Sharks,away,20,loss,105,324,20,2,9,142,16,6,21,851,6,3,5,15,92,15,12,0,1,3,0,3,0,0,-12,14,13,5,-3,1,35,4,-2,-5,-80,-2,-2,5,7,-35,-5,-7,-4,1,-3,0,0,0,0
