matchid,team,match_location,final_points_i,outcome,carries_i,metres_made_i,defenders_beaten_i,clean_breaks_i,offloads_i,passes_i,turnovers_conceded_i,turnovers_won_i,kicks_from_hand_i,kick_metres_i,scrums_won_i,rucks_won_i,lineout_throws_lost_i,lineout_throws_won_i,tackles_i,missed_tackles_i,penalties_conceded_i,scrum_pens_conceded_i,lineout_pens_conceded_i,general_play_pens_conceded_i,free_kicks_conceded_i,ruck_maul_tackle_pen_con_i,red_cards_i,yellow_cards_i,final_points_r,carries_r,metres_made_r,defenders_beaten_r,clean_breaks_r,offloads_r,passes_r,turnovers_conceded_r,turnovers_won_r,kicks_from_hand_r,kick_metres_r,scrums_won_r,rucks_won_r,lineout_throws_lost_r,lineout_throws_won_r,tackles_r,missed_tackles_r,penalties_conceded_r,scrum_pens_conceded_r,lineout_pens_conceded_r,general_play_pens_conceded_r,free_kicks_conceded_r,ruck_maul_tackle_pen_con_r,red_cards_r,yellow_cards_r
271801,Benetton Rugby,home,34,win,122,448,16,10,14,157,13,7,33,1211,9,3,1,15,132,7,7,1,0,4,0,1,0,0,20,8,165,9,7,6,20,0,3,5,166,1,-5,0,4,4,-9,-3,-4,0,2,-1,1,0,0
271801,Dragons RFC,away,14,loss,114,283,7,3,8,137,13,4,28,1045,8,8,1,11,128,16,10,5,0,2,1,0,0,0,-20,-8,-165,-9,-7,-6,-20,0,-3,-5,-166,-1,5,0,-4,-4,9,3,4,0,-2,1,-1,0,0
271778,Cardiff Rugby,home,20,win,150,512,42,11,17,173,14,10,30,1063,3,4,1,10,135,23,7,0,0,3,0,1,0,0,7,33,109,19,9,9,29,4,3,8,102,-2,-5,-1,-4,-43,-19,-4,-1,0,1,-1,-1,0,0
271778,Munster Rugby,away,13,loss,117,403,23,2,8,144,10,7,22,961,5,9,2,14,178,42,11,1,0,2,1,2,0,0,-7,-33,-109,-19,-9,-9,-29,-4,-3,-8,-102,2,5,1,4,43,19,4,1,0,-1,1,1,0,0
271908,Ulster Rugby,home,40,win,125,587,18,8,13,175,12,10,23,716,7,6,2,13,118,21,6,1,0,1,1,1,0,0,21,20,213,-3,4,9,15,-1,4,2,97,2,-1,1,-4,0,3,-7,-2,0,0,-1,-2,0,-2
271908,Dragons RFC,away,19,loss,105,374,21,4,4,160,13,6,21,619,5,7,1,17,118,18,13,3,0,1,2,3,0,2,-21,-20,-213,3,-4,-9,-15,1,-4,-2,-97,-2,1,-1,4,0,-3,7,2,0,0,1,2,0,2
271784,Connacht Rugby,away,15,loss,113,376,19,5,4,140,13,5,25,1019,3,8,1,17,64,13,14,4,1,4,0,4,1,0,-23,43,20,6,0,-5,28,3,3,1,-174,-3,5,-3,4,-81,-6,-1,4,0,-2,0,1,1,-1
271784,DHL Stormers,home,38,win,70,356,13,5,9,112,10,2,24,1193,6,3,4,13,145,19,15,0,1,6,0,3,0,1,23,-43,-20,-6,0,5,-28,-3,-3,-1,174,3,-5,3,-4,81,6,1,-4,0,2,0,-1,-1,1
271807,Emirates Lions,home,37,loss,113,474,24,7,11,129,8,6,21,957,3,3,4,9,93,8,9,1,0,4,0,2,0,1,-2,23,44,16,0,4,14,-2,3,-1,126,0,-3,3,-2,-38,-16,2,-1,0,1,0,1,0,1
271807,Ulster Rugby,away,39,win,90,430,8,7,7,115,10,3,22,831,3,6,1,11,131,24,7,2,0,3,0,1,0,0,2,-23,-44,-16,0,-4,-14,2,-3,1,-126,0,3,-3,2,38,16,-2,1,0,-1,0,-1,0,-1
271916,Ulster Rugby,home,28,win,145,423,16,3,6,190,20,7,17,547,8,5,1,14,135,26,6,4,0,1,1,0,0,0,14,28,7,-10,0,-6,31,3,-4,-2,-103,1,-1,-1,6,-50,10,-6,2,0,1,1,-1,0,-1
271916,Edinburgh Rugby,away,14,loss,117,416,26,3,12,159,17,11,19,650,7,6,2,8,185,16,12,2,0,0,0,1,0,1,-14,-28,-7,10,0,6,-31,-3,4,2,103,-1,1,1,-6,50,-10,6,-2,0,-1,-1,1,0,1
271897,DHL Stormers,away,22,draw,99,476,21,3,14,136,8,6,27,711,6,1,2,11,194,23,10,0,0,6,0,0,0,1,0,-60,164,-2,2,4,-52,-5,1,-2,-320,5,-4,0,0,85,2,1,-3,0,4,-1,-1,0,1
271897,Leinster Rugby,home,22,draw,159,312,23,1,10,188,13,5,29,1031,1,5,2,11,109,21,9,3,0,2,1,1,0,0,0,60,-164,2,-2,-4,52,5,-1,2,320,-5,4,0,0,-85,-2,-1,3,0,-4,1,1,0,-1
271848,Zebre Parma,away,5,loss,111,350,17,2,14,131,13,6,21,648,8,7,2,9,109,21,17,2,1,5,1,4,0,1,-33,-9,-45,-4,-6,-1,-15,-3,-1,-1,-325,1,-7,-1,-5,-13,4,6,-1,0,4,-2,4,0,1
271848,Benetton Rugby,home,38,win,120,395,21,8,15,146,16,7,22,973,7,14,3,14,122,17,11,3,1,1,3,0,0,0,33,9,45,4,6,1,15,3,1,1,325,-1,7,1,5,13,-4,-6,1,0,-4,2,-4,0,-1
271806,DHL Stormers,away,16,draw,78,251,5,2,9,93,17,4,14,623,8,7,3,12,97,11,10,5,0,0,1,1,0,0,0,8,117,-6,0,6,9,9,-3,-8,-193,-1,2,1,5,13,6,2,3,0,0,1,-1,0,0
271806,Ospreys,home,16,draw,70,134,11,2,3,84,8,7,22,816,9,5,2,7,84,5,8,2,0,0,0,2,0,0,0,-8,-117,6,0,-6,-9,-9,3,8,193,1,-2,-1,-5,-13,-6,-2,-3,0,0,-1,1,0,0
271889,Leinster Rugby,away,47,win,135,496,29,12,10,169,20,3,15,560,3,4,2,9,174,26,14,6,1,6,3,5,0,1,20,-9,135,3,7,0,-37,7,-5,-7,-68,-6,0,1,-1,15,-3,6,5,1,6,3,1,0,1
271889,Edinburgh Rugby,home,27,loss,144,361,26,5,10,206,13,8,22,628,9,4,1,10,159,29,8,1,0,0,0,4,0,0,-20,9,-135,-3,-7,0,37,-7,5,7,68,6,0,-1,1,-15,3,-6,-5,-1,-6,-3,-1,0,-1
271882,Cardiff Rugby,home,30,win,123,360,9,4,12,166,16,6,25,975,11,5,0,11,130,19,5,1,0,0,0,1,0,0,17,9,-178,-10,-2,0,11,0,-3,10,514,3,-1,-1,5,-16,10,-13,-6,0,-4,-1,-4,-1,-1
271882,Benetton Rugby,away,13,loss,114,538,19,6,12,155,16,9,15,461,8,6,1,6,146,9,18,7,0,4,1,5,1,1,-17,-9,178,10,2,0,-11,0,3,-10,-514,-3,1,1,-5,16,-10,13,6,0,4,1,4,1,1
271786,Scarlets,home,39,loss,103,293,13,7,8,116,9,7,21,759,0,9,1,12,191,18,9,0,0,4,0,3,0,2,-16,-49,-264,-5,4,-3,-79,-1,0,2,129,-2,6,0,5,75,5,0,0,-2,2,0,-1,0,2
271786,Ulster Rugby,away,55,win,152,557,18,3,11,195,10,7,19,630,2,3,1,7,116,13,9,0,2,2,0,4,0,0,16,49,264,5,-4,3,79,1,0,-2,-129,2,-6,0,-5,-75,-5,0,0,2,-2,0,1,0,-2
271902,Connacht Rugby,home,38,win,107,405,17,4,11,142,10,8,26,953,5,2,1,14,201,19,8,2,0,2,0,2,0,0,19,-34,-69,-2,0,2,-65,0,4,8,218,1,-7,-3,0,86,2,-1,-1,0,0,0,1,0,-2
271902,Cardiff Rugby,away,19,loss,141,474,19,4,9,207,10,4,18,735,4,9,4,14,115,17,9,3,0,2,0,1,0,2,-19,34,69,2,0,-2,65,0,-4,-8,-218,-1,7,3,0,-86,-2,1,1,0,0,0,-1,0,2
271790,Ulster Rugby,home,13,loss,101,269,13,1,5,105,14,4,22,814,10,6,0,11,115,6,11,3,0,1,0,0,0,0,-7,16,91,7,0,2,17,1,-5,-4,-162,1,2,-3,0,-9,-7,-2,0,0,-1,-2,-2,0,-1
271790,Leinster Rugby,away,20,win,85,178,6,1,3,88,13,9,26,976,9,4,3,11,124,13,13,3,0,2,2,2,0,1,7,-16,-91,-7,0,-2,-17,-1,5,4,162,-1,-2,3,0,9,7,2,0,0,1,2,2,0,1
271853,Glasgow Warriors,away,32,win,118,428,25,7,6,156,14,6,26,873,7,1,2,9,99,14,8,3,0,1,0,1,0,0,7,26,107,11,6,-3,46,-2,1,3,-9,1,-3,0,-2,-41,-11,-2,0,0,-1,-1,1,0,-1
271853,Edinburgh Rugby,home,25,loss,92,321,14,1,9,110,16,5,23,882,6,4,2,11,140,25,10,3,0,2,1,0,0,1,-7,-26,-107,-11,-6,3,-46,2,-1,-3,9,-1,3,0,2,41,11,2,0,0,1,1,-1,0,1
271856,Zebre Parma,home,17,loss,93,435,19,3,7,115,19,6,28,901,5,7,2,10,116,22,13,3,0,1,1,2,1,0,-23,-13,92,-3,-4,-1,-20,5,-5,-2,-380,-2,1,-1,-6,20,3,4,1,0,-1,-1,-1,1,-1
271856,Benetton Rugby,away,40,win,106,343,22,7,8,135,14,11,30,1281,7,6,3,16,96,19,9,2,0,2,2,3,0,1,23,13,-92,3,4,1,20,-5,5,2,380,2,-1,1,6,-20,-3,-4,-1,0,1,1,1,-1,1
271818,Ospreys,away,25,loss,124,383,16,6,6,158,9,2,22,729,9,7,2,9,129,12,10,0,0,3,0,4,0,2,-7,12,-122,4,-2,0,3,1,-3,3,96,9,5,0,-3,-37,-4,-2,-5,0,-2,-1,0,0,0
271818,Dragons RFC,home,32,win,112,505,12,8,6,155,8,5,19,633,0,2,2,12,166,16,12,5,0,5,1,4,0,2,7,-12,122,-4,2,0,-3,-1,3,-3,-96,-9,-5,0,3,37,4,2,5,0,2,1,0,0,0
271883,Vodacom Bulls,home,19,loss,132,307,21,4,7,128,13,6,25,798,6,10,0,7,57,15,11,4,0,1,1,0,0,1,-4,77,64,6,0,-1,52,1,-5,5,-69,-1,2,-3,-3,-122,-6,0,2,-1,-3,0,-2,0,1
271883,DHL Stormers,away,23,win,55,243,15,4,8,76,12,11,20,867,7,8,3,10,179,21,11,2,1,4,1,2,0,0,4,-77,-64,-6,0,1,-52,-1,5,-5,69,1,-2,3,3,122,6,0,-2,1,3,0,2,0,-1
271796,Hollywoodbets Sharks,away,20,win,102,513,26,7,10,108,11,7,27,975,7,9,3,13,144,18,11,2,0,4,0,1,0,0,1,-22,202,8,3,-1,-25,-6,-2,1,-117,4,3,3,2,32,-8,2,-1,-2,2,0,-1,0,0
271796,Dragons RFC,home,19,loss,124,311,18,4,11,133,17,9,26,1092,3,6,0,11,112,26,9,3,2,2,0,2,0,0,-1,22,-202,-8,-3,1,25,6,2,-1,117,-4,-3,-3,-2,-32,8,-2,1,2,-2,0,1,0,0
271870,Ospreys,away,28,win,103,353,25,7,11,140,11,7,24,1002,10,8,2,15,86,15,10,0,0,2,0,2,0,0,4,11,-99,10,1,-4,15,-6,-1,4,133,8,5,2,5,-37,-10,-4,-6,0,1,-2,0,0,0
271870,Zebre Parma,home,24,loss,92,452,15,6,15,125,17,8,20,869,2,3,0,10,123,25,14,6,0,1,2,2,0,0,-4,-11,99,-10,-1,4,-15,6,1,-4,-133,-8,-5,-2,-5,37,10,4,6,0,-1,2,0,0,0
271867,Leinster Rugby,away,24,win,135,570,16,7,14,186,15,6,16,584,7,6,1,13,128,8,14,6,0,2,1,2,0,0,5,36,266,8,4,9,75,5,-2,-2,-268,-3,2,0,1,-43,-8,6,5,-1,1,0,2,0,0
271867,Ospreys,home,19,loss,99,304,8,3,5,111,10,8,18,852,10,4,1,12,171,16,8,1,1,1,1,0,0,0,-5,-36,-266,-8,-4,-9,-75,-5,2,2,268,3,-2,0,-1,43,8,-6,-5,1,-1,0,-2,0,0
271846,Emirates Lions,away,10,loss,68,159,12,1,6,75,13,7,26,909,8,4,3,9,127,27,9,1,0,7,0,2,0,0,-27,-49,-466,-15,-8,-5,-70,-8,2,8,406,2,-1,1,2,40,15,1,-1,0,5,-1,2,0,-1
271846,Hollywoodbets Sharks,home,37,win,117,625,27,9,11,145,21,5,18,503,6,5,2,7,87,12,8,2,0,2,1,0,0,1,27,49,466,15,8,5,70,8,-2,-8,-406,-2,1,-1,-2,-40,-15,-1,1,0,-5,1,-2,0,1
271898,Ospreys,home,37,win,118,358,18,8,14,149,9,8,30,966,7,5,2,8,105,4,11,1,1,3,0,2,0,2,19,29,108,14,6,1,38,-6,3,10,128,5,1,0,-8,-19,-14,2,-2,1,1,-1,1,-1,1
271898,Dragons RFC,away,18,loss,89,250,4,2,13,111,15,5,20,838,2,4,2,16,124,18,9,3,0,2,1,1,1,1,-19,-29,-108,-14,-6,-1,-38,6,-3,-10,-128,-5,-1,0,8,19,14,-2,2,-1,-1,1,-1,1,-1
271813,Connacht Rugby,home,36,win,112,347,19,2,12,122,12,5,31,1321,6,9,0,11,87,8,12,0,2,3,1,2,0,1,22,29,1,11,-1,3,27,2,0,0,257,2,7,-4,2,-39,-11,-1,0,2,-4,1,-3,0,-1
271813,Scarlets,away,14,loss,83,346,8,3,9,95,10,5,31,1064,4,2,4,9,126,19,13,0,0,7,0,5,0,2,-22,-29,-1,-11,1,-3,-27,-2,0,0,-257,-2,-7,4,-2,39,11,1,0,-2,4,-1,3,0,1
271888,Dragons RFC,home,20,loss,98,357,10,3,6,102,9,6,27,930,6,4,5,9,179,20,15,5,1,4,4,6,1,1,-2,-25,-32,-10,0,-1,-44,-2,3,-1,-30,-2,1,2,0,77,10,6,3,1,2,3,2,1,0
271888,Connacht Rugby,away,22,win,123,389,20,3,7,146,11,3,28,960,8,3,3,9,102,10,9,2,0,2,1,4,0,1,2,25,32,10,0,1,44,2,-3,1,30,2,-1,-2,0,-77,-10,-6,-3,-1,-2,-3,-2,-1,0
271841,Emirates Lions,home,32,win,97,369,19,4,13,115,15,7,27,1581,7,3,2,11,84,13,8,3,0,0,0,3,0,2,17,2,-151,6,-2,2,-19,-2,0,7,547,-4,-1,-1,1,-18,-6,-4,0,0,-7,-2,0,0,1
271841,Scarlets,away,15,loss,95,520,13,6,11,134,17,7,20,1034,11,4,3,10,102,19,12,3,0,7,2,3,0,1,-17,-2,151,-6,2,-2,19,2,0,-7,-547,4,1,1,-1,18,6,4,0,0,7,2,0,0,-1
271859,Ulster Rugby,home,14,loss,95,263,14,2,8,118,13,5,24,949,4,4,3,9,285,30,10,1,1,3,0,2,0,1,-1,-105,-141,-16,-2,-6,-141,7,-1,3,182,0,-5,0,-4,183,16,-1,0,1,-1,-1,0,0,1
271859,Munster Rugby,away,15,win,200,404,30,4,14,259,6,6,21,767,4,9,3,13,102,14,11,1,0,4,1,2,0,0,1,105,141,16,2,6,141,-7,1,-3,-182,0,5,0,4,-183,-16,1,0,-1,1,1,0,0,-1
271810,Scarlets,home,36,win,121,442,28,9,1,123,9,10,17,784,8,10,6,13,157,23,9,1,0,1,1,1,1,0,24,-9,-49,5,2,-11,-15,-6,3,2,239,5,2,5,2,22,-5,-7,-2,-1,-2,0,-2,1,-1
271810,Zebre Parma,away,12,loss,130,491,23,7,12,138,15,7,15,545,3,8,1,11,135,28,16,3,1,3,1,3,0,1,-24,9,49,-5,-2,11,15,6,-3,-2,-239,-5,-2,-5,-2,-22,5,7,2,1,2,0,2,-1,1
271816,Glasgow Warriors,away,24,loss,96,430,23,8,22,154,15,9,11,513,6,5,3,13,137,16,12,0,1,6,0,2,0,1,-11,-14,-42,7,4,15,17,5,3,-5,-242,4,1,3,1,47,-7,2,-3,1,2,-1,1,-1,-1
271816,Emirates Lions,home,35,win,110,472,16,4,7,137,10,6,16,755,2,4,0,12,90,23,10,3,0,4,1,1,1,2,11,14,42,-7,-4,-15,-17,-5,-3,5,242,-4,-1,-3,-1,-47,7,-2,3,-1,-2,1,-1,1,1
271788,Munster Rugby,away,17,loss,118,365,17,3,10,159,16,3,20,947,5,5,2,9,128,22,16,1,0,5,1,8,0,1,-6,3,-54,-5,-1,-2,15,3,-4,-3,-53,-4,-4,0,2,-21,5,8,-1,0,4,1,7,0,0
271788,Dragons RFC,home,23,win,115,419,22,4,12,144,13,7,23,1000,9,9,2,7,149,17,8,2,0,1,0,1,0,1,6,-3,54,5,1,2,-15,-3,4,3,53,4,4,0,-2,21,-5,-8,1,0,-4,-1,-7,0,0
271847,Vodacom Bulls,away,27,loss,122,315,14,5,7,159,10,3,18,647,5,8,2,13,74,17,16,1,0,8,0,3,0,2,-10,48,-22,-3,0,-4,57,-2,-1,0,-96,2,7,0,2,-90,3,3,-1,-1,4,-1,0,0,2
271847,DHL Stormers,home,37,win,74,337,17,5,11,102,12,4,18,743,3,1,2,11,164,14,13,2,1,4,1,3,0,0,10,-48,22,3,0,4,-57,2,1,0,96,-2,-7,0,-2,90,-3,-3,1,1,-4,1,0,0,-2
271915,Hollywoodbets Sharks,home,22,draw,55,276,12,3,6,90,14,7,25,915,10,4,1,9,139,19,11,1,1,2,1,2,0,1,0,-64,20,-7,0,-5,-61,-2,2,2,41,6,-1,1,-5,100,7,1,-5,1,-1,0,2,0,-1
271915,Munster Rugby,away,22,draw,119,256,19,3,11,151,16,5,23,874,4,5,0,14,39,12,10,6,0,3,1,0,0,2,0,64,-20,7,0,5,61,2,-2,-2,-41,-6,1,-1,5,-100,-7,-1,5,-1,1,0,-2,0,1
271808,Glasgow Warriors,away,12,loss,70,229,19,3,5,103,15,5,11,622,4,4,7,10,106,13,14,2,0,5,1,4,0,0,-28,-38,-290,6,-3,-7,-43,3,-3,-12,-2,-5,-1,6,-3,30,-6,3,1,0,3,1,2,0,0
271808,Hollywoodbets Sharks,home,40,win,108,519,13,6,12,146,12,8,23,624,9,5,1,13,76,19,11,1,0,2,0,2,0,0,28,38,290,-6,3,7,43,-3,3,12,2,5,1,-6,3,-30,6,-3,-1,0,-3,-1,-2,0,0
271899,Edinburgh Rugby,away,26,loss,164,528,22,2,10,233,14,1,18,818,3,7,1,16,93,15,12,1,1,3,0,4,0,1,-15,82,162,7,-2,5,155,8,-6,-14,-375,-4,2,0,8,-95,-7,1,0,0,0,-1,-4,0,-1
271899,Connacht Rugby,home,41,win,82,366,15,4,5,78,6,7,32,1193,7,5,1,8,188,22,11,1,1,3,1,8,0,2,15,-82,-162,-7,2,-5,-155,-8,6,14,375,4,-2,0,-8,95,7,-1,0,0,0,1,4,0,1
271842,Cardiff Rugby,away,9,loss,93,275,9,1,2,127,12,9,23,794,6,2,1,8,147,13,11,2,1,2,0,2,0,0,-36,-44,-227,-3,-8,-18,-43,-5,5,1,48,3,-2,0,-10,39,4,3,0,1,1,-1,-1,0,0
271842,Vodacom Bulls,home,45,win,137,502,12,9,20,170,17,4,22,746,3,4,1,18,108,9,8,2,0,1,1,3,0,0,36,44,227,3,8,18,43,5,-5,-1,-48,-3,2,0,10,-39,-4,-3,0,-1,-1,1,1,0,0
271863,Ulster Rugby,away,29,loss,131,368,14,2,9,193,12,2,21,742,8,6,3,8,101,17,8,2,0,4,0,1,0,0,-2,40,74,-3,-4,6,86,-2,-3,-8,-186,3,5,3,0,-76,3,0,2,-1,1,0,-2,0,-1
271863,Benetton Rugby,home,31,win,91,294,17,6,3,107,14,5,29,928,5,1,0,8,177,14,8,0,1,3,0,3,0,1,2,-40,-74,3,4,-6,-86,2,3,8,186,-3,-5,-3,0,76,-3,0,-2,1,-1,0,2,0,1
271822,Benetton Rugby,away,0,loss,58,143,2,0,0,59,10,9,15,531,7,6,6,10,141,20,20,7,1,4,1,3,0,2,-37,-66,-436,-18,-7,-15,-139,-4,-1,-2,-310,-3,-1,5,-8,72,18,10,6,0,2,1,0,0,2
271822,Glasgow Warriors,home,37,win,124,579,20,7,15,198,14,10,17,841,10,7,1,18,69,2,10,1,1,2,0,3,0,0,37,66,436,18,7,15,139,4,1,2,310,3,1,-5,8,-72,-18,-10,-6,0,-2,-1,0,0,-2
271799,Glasgow Warriors,home,35,win,104,376,26,5,7,149,10,16,23,1049,2,5,2,15,130,15,17,7,1,4,2,4,0,1,14,-1,69,11,1,4,38,-6,12,13,274,-7,-9,0,-1,7,-11,4,6,1,1,1,0,0,0
271799,Vodacom Bulls,away,21,loss,105,307,15,4,3,111,16,4,10,775,9,14,2,16,123,26,13,1,0,3,1,4,0,1,-14,1,-69,-11,-1,-4,-38,6,-12,-13,-274,7,9,0,1,-7,11,-4,-6,-1,-1,-1,0,0,0
271851,Leinster Rugby,away,20,win,115,308,9,5,10,100,10,7,20,762,4,7,1,13,183,8,16,1,2,0,1,2,0,1,1,-17,82,1,2,-1,-67,-3,-3,-1,-46,0,4,0,-1,44,-1,2,-1,1,-2,0,-4,0,1
271851,Munster Rugby,home,19,loss,132,226,8,3,11,167,13,10,21,808,4,3,1,14,139,9,14,2,1,2,1,6,0,0,-1,17,-82,-1,-2,1,67,3,3,1,46,0,-4,0,1,-44,1,-2,1,-1,2,0,4,0,-1
271789,Emirates Lions,away,31,win,80,260,12,2,5,84,16,5,26,928,10,2,1,16,82,8,6,1,0,1,0,2,0,0,13,1,-10,4,-1,-3,-38,1,1,4,107,1,-2,-1,4,-23,-4,-10,-2,-1,-3,-2,-2,0,-1
271789,Cardiff Rugby,home,18,loss,79,270,8,3,8,122,15,4,22,821,9,4,2,12,105,12,16,3,1,4,2,4,0,1,-13,-1,10,-4,1,3,38,-1,-1,-4,-107,-1,2,1,-4,23,4,10,2,1,3,2,2,0,1
271823,Cardiff Rugby,home,17,loss,99,255,8,2,4,132,9,4,13,732,4,5,1,12,156,14,17,6,2,1,1,4,0,0,-8,-19,-71,-6,0,0,3,0,-2,-8,-115,-4,0,1,-6,14,6,7,4,2,0,1,3,0,-1
271823,Edinburgh Rugby,away,25,win,118,326,14,2,4,129,9,6,21,847,8,5,0,18,142,8,10,2,0,1,0,1,0,1,8,19,71,6,0,0,-3,0,2,8,115,4,0,-1,6,-14,-6,-7,-4,-2,0,-1,-3,0,1
271814,Benetton Rugby,home,22,loss,112,272,11,3,3,138,9,5,22,854,7,8,3,14,130,17,15,2,1,4,1,3,0,0,-22,8,-87,-6,-1,-6,39,-3,-4,4,-27,3,2,2,4,-4,6,2,0,1,2,1,1,0,0
271814,Vodacom Bulls,away,44,win,104,359,17,4,9,99,12,9,18,881,4,6,1,10,134,11,13,2,0,2,0,2,0,0,22,-8,87,6,1,6,-39,3,4,-4,27,-3,-2,-2,-4,4,-6,-2,0,-1,-2,-1,-1,0,0
271869,DHL Stormers,away,5,loss,150,360,15,2,11,187,18,2,27,848,3,6,3,12,159,21,8,2,0,2,1,2,0,1,-30,24,-83,-6,-7,0,33,12,-4,-6,-301,-6,4,1,1,-45,6,0,1,0,-1,1,0,0,1
271869,Ulster Rugby,home,35,win,126,443,21,9,11,154,6,6,33,1149,9,2,2,11,204,15,8,1,0,3,0,2,0,0,30,-24,83,6,7,0,-33,-12,4,6,301,6,-4,-1,-1,45,-6,0,-1,0,1,-1,0,0,-1
271791,Benetton Rugby,home,34,win,109,385,19,4,7,107,10,3,41,1228,4,4,3,14,106,15,11,2,0,2,1,0,0,0,11,10,163,4,0,1,-13,0,-1,8,114,0,-2,1,4,-7,-4,-1,1,0,-2,1,-3,0,-1
271791,Scarlets,away,23,loss,99,222,15,4,6,120,10,4,33,1114,4,6,2,10,113,19,12,1,0,4,0,3,0,1,-11,-10,-163,-4,0,-1,13,0,1,-8,-114,0,2,-1,-4,7,4,1,-1,0,2,-1,3,0,1
271805,Benetton Rugby,away,8,loss,91,217,6,3,10,98,10,5,20,913,6,3,2,6,203,26,11,2,0,2,1,5,0,0,-45,-74,-414,-20,-7,-1,-91,-1,1,0,17,1,-1,0,-6,92,20,2,1,0,-1,1,2,0,0
271805,Edinburgh Rugby,home,53,win,165,631,26,10,11,189,11,4,20,896,5,4,2,12,111,6,9,1,0,3,0,3,0,0,45,74,414,20,7,1,91,1,-1,0,-17,-1,1,0,6,-92,-20,-2,-1,0,1,-1,-2,0,0
271866,Munster Rugby,home,33,win,172,452,29,5,15,217,9,5,14,589,2,1,2,6,124,10,12,7,0,2,1,2,0,0,30,72,239,19,3,10,96,-1,1,-2,-69,-10,-4,-1,-1,-78,-19,6,7,-1,1,1,2,0,0
271866,Emirates Lions,away,3,loss,100,213,10,2,5,121,10,4,16,658,12,5,3,7,202,29,6,0,1,1,0,0,0,0,-30,-72,-239,-19,-3,-10,-96,1,-1,2,69,10,4,1,1,78,19,-6,-7,1,-1,-1,-2,0,0
271779,Hollywoodbets Sharks,home,19,loss,129,397,14,5,14,138,16,4,22,808,5,4,1,12,73,16,14,5,0,5,0,1,0,0,-27,54,-65,-2,-4,3,47,3,-4,-7,-236,-3,1,-2,0,-74,2,8,3,0,2,0,-2,0,0
271779,DHL Stormers,away,46,win,75,462,16,9,11,91,13,8,29,1044,8,3,3,12,147,14,6,2,0,3,0,3,0,0,27,-54,65,2,4,-3,-47,-3,4,7,236,3,-1,2,0,74,-2,-8,-3,0,-2,0,2,0,0
271885,Scarlets,away,42,loss,141,487,23,7,14,151,17,9,24,668,6,5,1,9,181,27,7,1,0,2,0,1,0,0,-7,-18,-7,-4,-1,-3,-60,0,1,1,-189,3,1,0,-3,28,4,3,0,0,2,0,0,0,0
271885,Munster Rugby,home,49,win,159,494,27,8,17,211,17,8,23,857,3,4,1,12,153,23,4,1,0,0,0,1,0,0,7,18,7,4,1,3,60,0,-1,-1,189,-3,-1,0,3,-28,-4,-3,0,0,-2,0,0,0,0
271865,Cardiff Rugby,home,22,loss,96,363,12,6,7,135,14,5,12,621,6,5,2,12,111,38,13,6,0,4,2,2,0,1,-6,1,-110,-26,0,-1,18,1,-2,-6,51,-6,-3,2,6,2,26,2,3,0,2,1,0,0,-1
271865,Scarlets,away,28,win,95,473,38,6,8,117,13,7,18,570,12,8,0,6,109,12,11,3,0,2,1,2,0,2,6,-1,110,26,0,1,-18,-1,2,6,-51,6,3,-2,-6,-2,-26,-2,-3,0,-2,-1,0,0,1
271802,Scarlets,home,10,loss,178,522,23,5,10,203,17,2,31,1028,8,6,0,17,81,11,8,0,1,4,0,2,1,0,-6,96,159,12,0,1,92,7,-4,-2,-267,3,0,-3,12,-128,-12,-6,-1,0,0,0,-1,1,-2
271802,Cardiff Rugby,away,16,win,82,363,11,5,9,111,10,6,33,1295,5,6,3,5,209,23,14,1,1,4,0,3,0,2,6,-96,-159,-12,0,-1,-92,-7,4,2,267,-3,0,3,-12,128,12,6,1,0,0,0,1,-1,2
271776,Leinster Rugby,away,33,win,97,233,9,3,10,129,13,5,19,875,12,4,2,12,95,23,7,0,0,2,0,5,0,0,4,-6,-131,-14,-5,-9,-7,-7,0,5,232,8,0,1,0,-6,14,-7,-4,0,-4,0,3,0,-1
271776,Zebre Parma,home,29,loss,103,364,23,8,19,136,20,5,14,643,4,4,1,12,101,9,14,4,0,6,0,2,0,1,-4,6,131,14,5,9,7,7,0,-5,-232,-8,0,-1,0,6,-14,7,4,0,4,0,-3,0,1
271886,Zebre Parma,away,8,loss,99,345,15,4,10,144,16,5,20,554,6,5,2,9,126,19,18,4,2,4,1,2,0,1,-42,1,53,-4,1,4,-2,9,-5,-3,-526,0,-2,1,-13,0,4,9,3,2,3,0,0,0,1
271886,Glasgow Warriors,home,50,win,98,292,19,3,6,146,7,10,23,1080,6,7,1,22,126,15,9,1,0,1,1,2,0,0,42,-1,-53,4,-1,-4,2,-9,5,3,526,0,2,-1,13,0,-4,-9,-3,-2,-3,0,0,0,-1
271798,Zebre Parma,home,20,loss,83,210,8,2,10,85,13,4,21,626,7,2,3,7,77,10,12,4,0,4,1,3,0,0,-17,21,32,-2,0,8,8,6,1,6,-44,1,-4,0,-6,-19,2,2,2,0,2,0,0,0,0
271798,DHL Stormers,away,37,win,62,178,10,2,2,77,7,3,15,670,6,6,3,13,96,8,10,2,0,2,1,3,0,0,17,-21,-32,2,0,-8,-8,-6,-1,-6,44,-1,4,0,6,19,-2,-2,-2,0,-2,0,0,0,0
