matchid,team,match_location,final_points_i,outcome,carries_i,metres_made_i,defenders_beaten_i,clean_breaks_i,offloads_i,passes_i,turnovers_conceded_i,turnovers_won_i,kicks_from_hand_i,kick_metres_i,scrums_won_i,rucks_won_i,lineout_throws_lost_i,lineout_throws_won_i,tackles_i,missed_tackles_i,penalties_conceded_i,scrum_pens_conceded_i,lineout_pens_conceded_i,general_play_pens_conceded_i,free_kicks_conceded_i,ruck_maul_tackle_pen_con_i,red_cards_i,yellow_cards_i,final_points_r,carries_r,metres_made_r,defenders_beaten_r,clean_breaks_r,offloads_r,passes_r,turnovers_conceded_r,turnovers_won_r,kicks_from_hand_r,kick_metres_r,scrums_won_r,rucks_won_r,lineout_throws_lost_r,lineout_throws_won_r,tackles_r,missed_tackles_r,penalties_conceded_r,scrum_pens_conceded_r,lineout_pens_conceded_r,general_play_pens_conceded_r,free_kicks_conceded_r,ruck_maul_tackle_pen_con_r,red_cards_r,yellow_cards_r
273,T12,home,34,win,82,413,11,4,10,85,9,7,30,1051,6,4,2,9,166,26,15,0,0,7,0,4,0,1,18,-37,119,-15,3,6,-90,-5,0,8,77,1,-2,-1,-8,71,15,8,-1,-1,5,0,2,0,0
274,T16,home,45,win,128,623,28,9,22,174,16,5,20,786,6,5,0,9,113,13,7,2,1,2,1,1,0,0,30,31,319,15,4,16,29,3,-3,0,33,1,-2,-1,3,-34,-15,1,-3,1,1,1,1,0,0
275,T2,away,29,loss,55,216,12,3,6,77,12,8,19,700,0,5,1,11,144,9,14,3,1,5,1,1,1,0,-17,-90,-177,3,-1,-9,-79,0,3,4,26,-4,-5,0,-3,99,-3,1,1,-1,1,1,0,1,0
276,T14,home,42,win,133,400,10,6,17,156,12,4,20,808,4,6,1,17,104,17,8,0,1,0,1,3,0,0,25,53,89,-7,2,13,53,2,0,3,248,-1,2,-1,8,-44,7,-9,-2,1,-2,1,1,0,-1
277,T15,home,34,win,96,330,14,6,5,113,12,9,46,1673,7,4,2,10,157,14,8,0,0,6,0,3,0,0,6,-52,-128,0,0,-5,-72,-4,5,12,407,2,-1,0,-8,74,0,-1,-2,0,4,-1,3,0,0
278,T14,away,21,loss,142,304,9,1,23,169,10,7,18,667,4,8,1,9,99,16,12,3,0,2,0,1,0,0,-2,54,19,-7,-4,15,50,-1,-1,-2,-328,0,1,-1,-4,-48,7,6,1,0,1,0,1,0,0
279,T14,away,24,win,99,298,8,2,7,133,8,6,29,1000,4,7,2,11,129,14,13,2,1,3,0,2,0,1,7,-22,-23,-6,0,-3,-68,0,2,7,35,0,-3,-1,-5,17,6,0,1,0,1,0,1,0,1
280,T1,away,18,loss,94,195,15,1,2,119,12,7,14,517,4,8,3,9,175,23,10,3,0,3,1,2,0,1,-28,-53,-449,-8,-8,-9,-45,-1,-2,-2,149,-3,3,2,-1,46,8,-1,2,-2,1,1,1,0,1
281,T11,away,11,loss,127,361,17,3,10,180,13,6,14,541,2,6,0,11,133,18,13,1,0,4,0,2,0,1,-17,23,-28,-1,-4,2,56,8,-3,-15,-247,-1,2,0,-1,-34,1,2,0,-1,2,-1,-1,0,1
282,T16,away,21,win,94,489,20,6,8,125,21,7,14,600,8,4,0,13,87,11,11,2,0,1,0,2,0,0,10,-5,23,9,1,-6,-53,5,-6,-6,-131,0,-4,-1,-1,-17,-9,-1,-1,0,-1,-1,2,0,0
283,T3,home,41,win,106,389,23,7,9,117,10,7,27,870,4,4,1,12,91,9,14,2,0,2,1,3,0,0,20,14,149,14,5,-2,-1,-1,1,8,91,-1,-1,0,0,-27,-14,6,0,0,0,1,1,0,-1
284,T11,home,13,win,95,386,20,6,11,125,12,5,24,673,10,5,0,9,73,4,15,8,0,2,2,3,0,0,4,31,181,16,6,5,50,-1,0,7,-148,-1,0,-2,-2,-12,-16,8,6,0,-1,1,1,0,0
285,T15,away,38,win,75,327,10,9,9,112,13,6,20,753,6,4,3,12,199,16,13,1,0,5,0,4,0,1,19,-77,-4,-6,6,-3,-77,-1,4,1,-45,-3,0,2,-1,106,6,6,-1,0,5,0,4,0,1
286,T1,home,18,win,96,164,16,2,4,96,6,5,25,1205,9,11,4,10,72,10,11,1,1,3,0,2,0,0,8,19,-75,6,2,-2,-22,-10,-3,-3,264,6,9,3,-4,-47,-6,-3,-4,1,0,-1,-1,0,0
287,T9,home,31,win,93,294,9,5,4,87,9,7,15,697,7,8,0,14,175,20,14,1,0,2,0,1,1,1,2,-55,-128,-11,0,-5,-102,-3,-4,2,124,3,0,0,0,55,11,-4,-5,0,-1,-1,-1,1,1
288,T2,home,19,win,70,139,6,2,2,85,11,4,24,722,9,2,1,13,138,16,10,4,0,1,0,0,0,1,1,-34,-110,-10,0,-2,-33,-6,-1,7,125,0,-4,0,4,58,10,-3,3,-2,-3,-1,-5,0,1
