matchid,team,match_location,final_points_i,outcome,carries_i,metres_made_i,defenders_beaten_i,clean_breaks_i,offloads_i,passes_i,turnovers_conceded_i,turnovers_won_i,kicks_from_hand_i,kick_metres_i,scrums_won_i,rucks_won_i,lineout_throws_lost_i,lineout_throws_won_i,tackles_i,missed_tackles_i,penalties_conceded_i,scrum_pens_conceded_i,lineout_pens_conceded_i,general_play_pens_conceded_i,free_kicks_conceded_i,ruck_maul_tackle_pen_con_i,red_cards_i,yellow_cards_i,final_points_r,carries_r,metres_made_r,defenders_beaten_r,clean_breaks_r,offloads_r,passes_r,turnovers_conceded_r,turnovers_won_r,kicks_from_hand_r,kick_metres_r,scrums_won_r,rucks_won_r,lineout_throws_lost_r,lineout_throws_won_r,tackles_r,missed_tackles_r,penalties_conceded_r,scrum_pens_conceded_r,lineout_pens_conceded_r,general_play_pens_conceded_r,free_kicks_conceded_r,ruck_maul_tackle_pen_con_r,red_cards_r,yellow_cards_r
276185,Leinster Rugby,home,21,win,126,351,18,9,7,146,13,6,19,825,6,4,1,13,172,19,13,1,0,1,0,2,0,0,5,-8,2,-1,4,3,-38,1,1,-5,-134,1,2,0,-1,25,1,-2,-3,0,0,-2,-4,0,-1
276186,Ulster Rugby,away,20,loss,139,300,11,2,6,168,8,5,13,455,4,6,2,6,193,20,17,2,0,4,0,4,0,1,-13,-16,-111,-9,-3,-3,-51,-2,-2,-1,-77,1,2,-1,-8,12,9,8,2,0,0,0,1,0,1
276186,Glasgow Warriors,home,33,win,155,411,20,5,9,219,10,7,14,532,3,4,3,14,181,11,9,0,0,4,0,3,0,0,13,16,111,9,3,3,51,2,2,1,77,-1,-2,1,8,-12,-9,-8,-2,0,0,0,-1,0,-1
276187,Munster Rugby,home,40,win,121,413,22,4,1,163,8,7,17,515,2,5,4,8,118,18,11,1,0,3,0,2,0,1,11,21,126,4,4,-4,25,-4,2,3,-153,-4,1,3,-3,-54,-4,-3,1,-2,2,0,-4,0,-1
276187,Glasgow Warriors,away,29,loss,100,287,18,0,5,138,12,5,14,668,6,4,1,11,172,22,14,0,2,1,0,6,0,2,-11,-21,-126,-4,-4,4,-25,4,-2,-3,153,4,-1,-3,3,54,4,3,-1,2,-2,0,4,0,1
276188,Vodacom Bulls,home,44,win,78,363,19,7,12,88,11,8,26,1160,11,1,1,9,122,17,14,2,0,5,0,3,0,1,34,-22,-78,2,4,4,-45,-2,4,8,602,7,-5,-1,-4,60,-2,2,-2,0,2,-2,1,0,0
276188,Hollywoodbets Sharks,away,10,loss,100,441,17,3,8,133,13,4,18,558,4,6,2,13,62,19,12,4,0,3,2,2,0,1,-34,22,78,-2,-4,-4,45,2,-4,-8,-602,-7,5,1,4,-60,2,-2,2,0,-2,2,-1,0,0
276189,Scarlets,away,29,win,147,493,26,7,8,200,6,5,22,873,6,5,2,10,103,10,13,3,1,5,0,0,0,0,6,57,168,16,3,5,100,-6,1,-5,-104,1,2,1,1,-82,-16,7,2,1,2,0,-1,-1,0
276189,Cardiff Rugby,home,23,loss,90,325,10,4,3,100,12,4,27,977,5,3,1,9,185,26,6,1,0,3,0,1,1,0,-6,-57,-168,-16,-3,-5,-100,6,-1,5,104,-1,-2,-1,-1,82,16,-7,-2,-1,-2,0,1,1,0
276190,Dragons RFC,away,24,loss,97,429,20,8,14,169,15,5,16,625,5,6,4,14,109,30,11,0,0,3,0,3,0,2,-25,-9,-240,-10,-3,3,38,5,-5,-10,-395,2,3,2,5,21,10,5,-2,0,2,0,3,-1,2
276190,Emirates Lions,home,49,win,106,669,30,11,11,131,10,10,26,1020,3,3,2,9,88,20,6,2,0,1,0,0,1,0,25,9,240,10,3,-3,-38,-5,5,10,395,-2,-3,-2,-5,-21,-10,-5,2,0,-2,0,-3,1,-2
276191,Edinburgh Rugby,away,27,win,126,289,23,1,8,163,10,10,17,642,7,2,1,11,150,12,14,3,1,0,1,3,0,1,3,13,-13,11,-2,4,15,-3,7,6,101,-1,-7,-1,-4,2,-11,4,0,1,-1,1,0,0,1
276191,Ulster Rugby,home,24,loss,113,302,12,3,4,148,13,3,11,541,8,9,2,15,148,23,10,3,0,1,0,3,0,0,-3,-13,13,-11,2,-4,-15,3,-7,-6,-101,1,7,1,4,-2,11,-4,0,-1,1,-1,0,0,-1
276192,DHL Stormers,home,31,win,142,465,40,8,20,170,15,3,20,766,9,4,1,13,80,20,9,2,0,1,1,1,0,0,24,66,211,20,3,15,93,2,-1,-7,-4,2,3,-2,3,-69,-20,-4,-6,0,0,-1,0,0,0
276192,Zebre Parma,away,7,loss,76,254,20,5,5,77,13,4,27,770,7,1,3,10,149,40,13,8,0,1,2,1,0,0,-24,-66,-211,-20,-3,-15,-93,-2,1,7,4,-2,-3,2,-3,69,20,4,6,0,0,1,0,0,0
276193,Connacht Rugby,home,22,loss,98,474,21,7,7,124,12,5,26,865,11,1,6,7,171,15,11,1,1,4,2,2,0,2,-2,-30,156,6,1,5,-61,2,0,-2,-194,7,-4,0,-3,68,-6,-3,-5,1,2,-1,-1,0,2
276193,Leinster Rugby,away,24,win,128,318,15,6,2,185,10,5,28,1059,4,5,6,10,103,21,14,6,0,2,3,3,0,0,2,30,-156,-6,-1,-5,61,-2,0,2,194,-7,4,0,3,-68,6,3,5,-1,-2,1,1,0,-2
276194,Benetton Rugby,home,18,win,120,350,15,3,8,154,14,2,39,1172,8,1,1,14,126,23,3,1,0,1,0,0,0,0,5,29,120,-8,0,-11,6,0,-3,-1,-17,4,1,-3,2,-34,8,-3,-1,-1,-1,0,-1,0,0
276194,Ospreys,away,13,loss,91,230,23,3,19,148,14,5,40,1189,4,0,4,12,160,15,6,2,1,2,0,1,0,0,-5,-29,-120,8,0,11,-6,0,3,1,17,-4,-1,3,-2,34,-8,3,1,1,1,0,1,0,0
276195,Edinburgh Rugby,away,10,loss,115,310,19,1,6,124,15,3,26,796,2,3,1,11,162,20,15,2,3,3,0,3,0,1,-12,-12,-31,-1,-6,-4,-33,5,-1,0,-124,-6,1,-2,-5,29,1,8,1,3,1,0,0,0,1
276195,Glasgow Warriors,home,22,win,127,341,20,7,10,157,10,4,26,920,8,2,3,16,133,19,7,1,0,2,0,3,0,0,12,12,31,1,6,4,33,-5,1,0,124,6,-1,2,5,-29,-1,-8,-1,-3,-1,0,0,0,-1
276196,Ulster Rugby,home,20,win,113,221,12,3,7,120,8,6,25,732,7,4,3,9,129,13,9,1,1,0,1,4,0,0,1,8,-92,-1,0,2,-31,-4,2,10,83,3,0,-1,-2,-17,1,-3,-1,1,-2,0,1,0,0
276196,Connacht Rugby,away,19,loss,105,313,13,3,5,151,12,4,15,649,4,4,4,11,146,12,12,2,0,2,1,3,0,0,-1,-8,92,1,0,-2,31,4,-2,-10,-83,-3,0,1,2,17,-1,3,1,-1,2,0,-1,0,0
276197,Zebre Parma,home,24,loss,140,421,29,7,6,123,9,9,27,826,4,6,1,13,93,21,13,1,1,4,0,3,0,1,-7,55,62,8,2,1,27,-3,3,8,-86,1,1,-2,2,-69,-8,0,-1,1,0,-1,0,0,-1
276197,Benetton Rugby,away,31,win,85,359,21,5,5,96,12,6,19,912,3,5,3,11,162,29,13,2,0,4,1,3,0,2,7,-55,-62,-8,-2,-1,-27,3,-3,-8,86,-1,-1,2,-2,69,8,0,1,-1,0,1,0,0,1
276198,Hollywoodbets Sharks,home,18,loss,117,350,23,2,8,150,13,5,25,700,6,7,0,14,98,16,15,2,0,4,0,7,0,1,-2,23,86,7,0,-1,43,-5,0,0,-134,-1,4,-3,0,-25,-7,10,1,0,1,0,5,0,1
276198,Emirates Lions,away,20,win,94,264,16,2,9,107,18,5,25,834,7,3,3,14,123,23,5,1,0,3,0,2,0,0,2,-23,-86,-7,0,1,-43,5,0,0,134,1,-4,3,0,25,7,-10,-1,0,-1,0,-5,0,-1
276199,Vodacom Bulls,away,20,loss,134,316,25,5,6,134,14,7,19,737,7,6,2,9,73,23,14,3,0,4,0,2,0,1,-6,46,-97,2,-2,-6,33,2,1,-5,-35,3,2,1,-4,-109,-2,-2,0,-1,1,0,0,0,1
276199,DHL Stormers,home,26,win,88,413,23,7,12,101,12,6,24,772,4,4,1,13,182,25,16,3,1,3,0,2,0,0,6,-46,97,-2,2,6,-33,-2,-1,5,35,-3,-2,-1,4,109,2,2,0,1,-1,0,0,0,-1
276200,Cardiff Rugby,home,55,win,123,507,30,12,17,134,10,12,28,957,7,5,3,10,118,12,11,3,0,1,1,3,0,1,34,5,142,18,10,6,-16,-13,9,8,291,1,-1,3,-2,6,-18,3,2,0,-3,1,0,0,1
276200,Dragons RFC,away,21,loss,118,365,12,2,11,150,23,3,20,666,6,6,0,12,112,30,8,1,0,4,0,3,0,0,-34,-5,-142,-18,-10,-6,16,13,-9,-8,-291,-1,1,-3,2,-6,18,-3,-2,0,3,-1,0,0,-1
276201,Scarlets,home,11,loss,102,388,23,5,1,122,11,5,15,574,5,5,2,8,144,17,18,4,2,6,1,1,0,1,-14,-18,154,6,3,-2,12,6,-3,-4,-158,0,0,1,-3,24,-6,5,0,2,5,0,-1,0,0
276201,Ospreys,away,25,win,120,234,17,2,3,110,5,8,19,732,5,5,1,11,120,23,13,4,0,1,1,2,0,1,14,18,-154,-6,-3,2,-12,-6,3,4,158,0,0,-1,3,-24,6,-5,0,-2,-5,0,1,0,0
276202,Leinster Rugby,away,9,win,92,244,13,1,3,81,17,6,25,853,8,5,2,10,96,13,11,3,0,0,0,2,0,0,6,12,42,0,1,-4,16,2,-4,1,-20,-1,-2,0,-1,-41,0,-2,-1,0,-3,0,0,0,-2
276202,Munster Rugby,home,3,loss,80,202,13,0,7,65,15,10,24,873,9,7,2,11,137,13,13,4,0,3,0,2,0,2,-6,-12,-42,0,-1,4,-16,-2,4,-1,20,1,2,0,1,41,0,2,1,0,3,0,0,0,2
276203,Benetton Rugby,home,36,win,124,443,21,9,7,151,14,4,29,1034,8,4,1,12,114,9,9,2,0,4,0,2,0,0,22,18,198,12,5,0,32,3,-4,1,108,1,1,0,7,-20,-12,-2,0,0,1,-1,0,0,0
276203,Zebre Parma,away,14,loss,106,245,9,4,7,119,11,8,28,926,7,3,1,5,134,21,11,2,0,3,1,2,0,0,-22,-18,-198,-12,-5,0,-32,-3,4,-1,-108,-1,-1,0,-7,20,12,2,0,0,-1,1,0,0,0
276204,Emirates Lions,away,28,loss,76,349,16,4,5,73,19,8,23,811,10,6,3,9,134,18,12,2,1,3,0,1,0,0,-2,-38,82,-2,0,-4,-63,3,-3,-2,-9,6,3,0,-9,62,2,2,-2,1,0,0,0,0,0
276204,Vodacom Bulls,home,30,win,114,267,18,4,9,136,16,11,25,820,4,3,3,18,72,16,10,4,0,3,0,1,0,0,2,38,-82,2,0,4,63,-3,3,2,9,-6,-3,0,9,-62,-2,-2,2,-1,0,0,0,0,0
276205,Glasgow Warriors,away,14,loss,139,329,19,3,9,188,13,5,20,846,4,5,3,11,138,16,10,0,0,1,0,4,0,0,-5,3,-237,3,-5,-3,16,5,-2,-3,259,0,1,0,4,-34,-3,-1,-1,-1,-3,-1,1,0,-1
276205,Edinburgh Rugby,home,19,win,136,566,16,8,12,172,8,7,23,587,4,4,3,7,172,19,11,1,1,4,1,3,0,1,5,-3,237,-3,5,3,-16,-5,2,3,-259,0,-1,0,-4,34,3,1,1,1,3,1,-1,0,1
276206,Hollywoodbets Sharks,away,15,loss,84,176,13,2,6,110,12,5,23,879,3,2,1,15,80,18,16,5,1,4,0,2,0,0,-1,-8,-88,-5,-2,-5,-7,2,4,-2,-37,-4,-4,1,1,-21,5,5,4,-1,4,0,2,0,-1
276206,DHL Stormers,home,16,win,92,264,18,4,11,117,10,1,25,916,7,6,0,14,101,13,11,1,2,0,0,0,0,1,1,8,88,5,2,5,7,-2,-4,2,37,4,4,-1,-1,21,-5,-5,-4,1,-4,0,-2,0,1
276207,Cardiff Rugby,away,21,loss,74,282,10,4,2,61,16,7,38,1233,4,4,1,6,103,20,14,4,0,3,1,1,0,2,-6,-9,-25,-10,2,1,-19,9,0,1,5,-3,-3,-1,-7,14,10,4,3,-1,0,0,1,0,2
276207,Ospreys,home,27,win,83,307,20,2,1,80,7,7,37,1228,7,7,2,13,89,10,10,1,1,3,1,0,0,0,6,9,25,10,-2,-1,19,-9,0,-1,-5,3,3,1,7,-14,-10,-4,-3,1,0,0,-1,0,-2
276208,Dragons RFC,home,13,win,64,195,7,0,2,53,11,8,29,1099,7,3,2,8,157,17,11,5,0,3,1,2,0,0,1,-48,-103,-10,-3,1,-53,-1,2,0,-11,-3,-5,0,-3,88,10,0,1,-1,1,0,2,0,0
276208,Scarlets,away,12,loss,112,298,17,3,1,106,12,6,29,1110,10,8,2,11,69,7,11,4,1,2,1,0,0,0,-1,48,103,10,3,-1,53,1,-2,0,11,3,5,0,3,-88,-10,0,-1,1,-1,0,-2,0,0
276209,Leinster Rugby,home,21,loss,143,237,14,4,1,133,9,6,34,1094,7,4,3,13,82,10,11,3,0,2,0,1,0,0,-1,70,-59,4,-1,-2,77,-5,1,1,35,1,-2,-2,4,-121,-4,3,2,0,1,0,1,0,0
276209,Ulster Rugby,away,22,win,73,296,10,5,3,56,14,5,33,1059,6,6,5,9,203,14,8,1,0,1,0,0,0,0,1,-70,59,-4,1,2,-77,5,-1,-1,-35,-1,2,2,-4,121,4,-3,-2,0,-1,0,-1,0,0
276210,Munster Rugby,away,9,loss,142,292,11,0,3,172,14,5,14,620,5,7,6,10,100,10,14,1,0,4,0,3,0,0,-13,59,105,1,-2,-2,84,7,0,-9,-196,-1,0,6,1,-102,-1,1,0,0,2,-1,-1,0,-1
276210,Connacht Rugby,home,22,win,83,187,10,2,5,88,7,5,23,816,6,7,0,9,202,11,13,1,0,2,1,4,0,1,13,-59,-105,-1,2,2,-84,-7,0,9,196,1,0,-6,-1,102,1,-1,0,0,-2,1,1,0,1
276211,Munster Rugby,away,42,win,166,469,24,9,9,207,16,6,17,633,7,5,2,11,112,23,7,1,0,2,1,0,0,0,35,60,235,1,3,-1,71,2,-1,-4,-56,0,0,0,3,-89,-1,-7,-3,-1,-2,0,-2,0,0
276211,Scarlets,home,7,loss,106,234,23,6,10,136,14,7,21,689,7,5,2,8,201,24,14,4,1,4,1,2,0,0,-35,-60,-235,-1,-3,1,-71,-2,1,4,56,0,0,0,-3,89,1,7,3,1,2,0,2,0,0
276212,Zebre Parma,home,19,loss,70,297,15,3,7,69,13,5,19,638,6,3,2,7,161,9,17,4,1,4,2,2,0,1,-5,-49,94,6,3,1,-66,3,-2,0,-95,-2,-5,2,-11,91,-6,6,4,1,1,2,0,0,-1
276212,Edinburgh Rugby,away,24,win,119,203,9,0,6,135,10,7,19,733,8,8,0,18,70,15,11,0,0,3,0,2,0,2,5,49,-94,-6,-3,-1,66,-3,2,0,95,2,5,-2,11,-91,6,-6,-4,-1,-1,-2,0,0,1
276213,Emirates Lions,home,10,loss,67,261,13,1,7,65,13,6,27,1000,10,6,1,7,101,20,15,4,0,5,1,2,0,0,-15,-34,-139,-7,-4,-4,-40,-2,-2,1,-63,3,0,-1,-6,36,7,5,2,0,3,0,2,0,-1
276213,Vodacom Bulls,away,25,win,101,400,20,5,11,105,15,8,26,1063,7,6,2,13,65,13,10,2,0,2,1,0,0,1,15,34,139,7,4,4,40,2,2,-1,63,-3,0,1,6,-36,-7,-5,-2,0,-3,0,-2,0,1
276214,Leinster Rugby,home,47,win,139,369,11,7,5,178,18,4,30,1002,12,2,0,11,72,18,9,4,0,1,1,2,0,0,29,66,189,-7,4,-5,76,-1,-1,7,244,4,-4,-1,-1,-83,7,-1,-1,0,-2,0,2,0,-1
276214,Benetton Rugby,away,18,loss,73,180,18,3,10,102,19,5,23,758,8,6,1,12,155,11,10,5,0,3,1,0,0,1,-29,-66,-189,7,-4,5,-76,1,1,-7,-244,-4,4,1,1,83,-7,1,1,0,2,0,-2,0,1
276215,Ospreys,home,19,win,112,293,6,1,10,124,9,4,24,867,8,4,2,10,106,6,14,1,1,2,1,9,0,2,2,23,110,0,1,4,2,-5,2,2,-81,4,-1,-1,-4,-14,0,-1,-3,-1,-1,-1,4,0,1
276215,Ulster Rugby,away,17,loss,89,183,6,0,6,122,14,2,22,948,4,5,3,14,120,6,15,4,2,3,2,5,0,1,-2,-23,-110,0,-1,-4,-2,5,-2,-2,81,-4,1,1,4,14,0,1,3,1,1,1,-4,0,-1
276216,Hollywoodbets Sharks,home,21,loss,133,308,24,7,9,165,14,4,26,711,5,7,1,17,108,10,8,2,0,3,0,0,0,0,-4,35,-74,14,-5,-2,43,1,-1,-5,-181,-2,4,1,2,-56,-14,-4,2,-1,-2,0,-4,0,-1
276216,DHL Stormers,away,25,win,98,382,10,12,11,122,13,5,31,892,7,3,0,15,164,24,12,0,1,5,0,4,0,1,4,-35,74,-14,5,2,-43,-1,1,5,181,2,-4,-1,-2,56,14,4,-2,1,2,0,4,0,1
276217,Connacht Rugby,away,16,win,128,324,23,4,6,156,16,7,21,738,4,9,4,16,131,14,12,3,1,2,3,1,0,0,4,34,157,9,3,3,73,1,-1,-6,-149,-5,4,2,3,-34,-9,-1,1,1,-4,1,-3,-1,-1
276217,Cardiff Rugby,home,12,loss,94,167,14,1,3,83,15,8,27,887,9,5,2,13,165,23,13,2,0,6,2,4,1,1,-4,-34,-157,-9,-3,-3,-73,-1,1,6,149,5,-4,-2,-3,34,9,1,-1,-1,4,-1,3,1,1
276218,Glasgow Warriors,home,40,win,142,800,39,19,11,210,21,5,13,490,9,6,3,19,130,6,9,2,1,2,1,4,0,0,33,38,565,33,19,5,92,9,-3,-8,-261,2,3,1,11,-11,-33,-1,-2,1,2,1,3,0,0
276218,Dragons RFC,away,7,loss,104,235,6,0,6,118,12,8,21,751,7,3,2,8,141,39,10,4,0,0,0,1,0,0,-33,-38,-565,-33,-19,-5,-92,-9,3,8,261,-2,-3,-1,-11,11,33,1,2,-1,-2,-1,-3,0,0
276219,Edinburgh Rugby,home,19,win,100,294,17,4,4,112,19,7,28,894,6,3,1,11,94,22,10,4,1,2,0,1,0,0,4,15,-17,-5,-2,-2,-4,7,-2,4,136,-1,-5,-1,0,-32,5,-6,0,1,-1,0,-1,0,0
276219,Ospreys,away,15,loss,85,311,22,6,6,116,12,9,24,758,7,8,2,11,126,17,16,4,0,3,0,2,0,0,-4,-15,17,5,2,2,4,-7,2,-4,-136,1,5,1,0,32,-5,6,0,-1,1,0,1,0,0
276220,Zebre Parma,away,29,loss,101,379,14,6,7,104,12,11,29,979,7,2,3,6,192,40,5,1,0,3,0,0,0,0,-16,-87,-410,-26,-5,-12,-173,-6,7,11,401,3,-4,2,-4,79,26,-3,1,-1,0,0,-1,0,-1
276220,Munster Rugby,home,45,win,188,789,40,11,19,277,18,4,18,578,4,6,1,10,113,14,8,0,1,3,0,1,0,1,16,87,410,26,5,12,173,6,-7,-11,-401,-3,4,-2,4,-79,-26,3,-1,1,0,0,1,0,1
276221,Emirates Lions,home,40,win,123,443,29,9,18,130,14,5,19,700,9,3,0,10,110,16,9,2,0,0,0,0,0,0,30,22,33,13,6,14,4,2,0,10,404,1,-1,-2,0,-14,-13,-4,-2,0,-5,0,-1,0,-1
276221,Hollywoodbets Sharks,away,10,loss,101,410,16,3,4,126,12,5,9,296,8,4,2,10,124,29,13,4,0,5,0,1,0,1,-30,-22,-33,-13,-6,-14,-4,-2,0,-10,-404,-1,1,2,0,14,13,4,2,0,5,0,1,0,1
276222,Benetton Rugby,home,9,loss,97,273,19,2,9,101,19,6,27,1086,7,3,5,14,155,12,9,2,1,0,3,2,0,0,-10,-19,-29,7,0,6,-47,10,-2,-16,-171,1,1,-1,2,40,-7,-6,-3,1,-3,1,-2,0,-1
276222,Glasgow Warriors,away,19,win,116,302,12,2,3,148,9,8,43,1257,6,2,6,12,115,19,15,5,0,3,2,4,0,1,10,19,29,-7,0,-6,47,-10,2,16,171,-1,-1,1,-2,-40,7,6,3,-1,3,-1,2,0,1
276223,Vodacom Bulls,home,40,win,66,134,5,4,3,69,8,6,31,1086,7,11,0,10,111,19,13,3,1,4,0,0,0,1,18,-32,-210,-14,0,0,-41,-9,-1,17,486,3,5,-4,-1,32,14,0,2,0,-2,-1,-4,0,0
276223,DHL Stormers,away,22,loss,98,344,19,4,3,110,17,7,14,600,4,6,4,11,79,5,13,1,1,6,1,4,0,1,-18,32,210,14,0,0,41,9,1,-17,-486,-3,-5,4,1,-32,-14,0,-2,0,2,1,4,0,0
276224,Connacht Rugby,home,26,win,165,500,28,10,15,219,13,7,17,650,9,4,2,15,102,10,11,4,1,2,3,1,0,0,16,75,275,18,6,5,115,1,0,-4,-23,3,2,-1,9,-71,-18,-2,0,1,-1,1,-2,0,0
276224,Scarlets,away,10,loss,90,225,10,4,10,104,12,7,21,673,6,2,3,6,173,28,13,4,0,3,2,3,0,0,-16,-75,-275,-18,-6,-5,-115,-1,0,4,23,-3,-2,1,-9,71,18,2,0,-1,1,-1,2,0,0
276225,Cardiff Rugby,home,20,loss,95,350,27,11,2,119,8,6,33,980,5,3,1,6,180,18,9,1,0,4,0,1,0,0,-13,-55,-139,9,4,-3,-79,-6,0,5,85,0,0,1,-7,68,-9,2,0,0,1,-1,-1,0,-1
276225,Leinster Rugby,away,33,win,150,489,18,7,5,198,14,6,28,895,5,3,0,13,112,27,7,1,0,3,1,2,0,1,13,55,139,-9,-4,3,79,6,0,-5,-85,0,0,-1,7,-68,9,-2,0,0,-1,1,1,0,1
276226,Dragons RFC,away,26,loss,86,253,11,2,2,119,11,4,13,521,3,4,4,11,136,11,9,2,0,2,0,0,0,0,-23,-46,-110,0,-5,-15,-61,5,0,-9,-321,-2,0,4,-2,31,0,-2,2,0,-1,0,-3,0,-1
276226,Ulster Rugby,home,49,win,132,363,11,7,17,180,6,4,22,842,5,4,0,13,105,11,11,0,0,3,0,3,0,1,23,46,110,0,5,15,61,-5,0,9,321,2,0,-4,2,-31,0,2,-2,0,1,0,3,0,1
276227,Glasgow Warriors,home,17,win,176,528,29,7,11,215,17,10,24,864,7,7,2,19,96,9,8,3,0,0,1,1,0,0,4,83,164,20,5,6,111,3,-3,-3,85,0,5,0,12,-119,-20,-7,-1,-1,-3,0,-3,0,0
276227,Cardiff Rugby,away,13,loss,93,364,9,2,5,104,14,13,27,779,7,2,2,7,215,29,15,4,1,3,1,4,0,0,-4,-83,-164,-20,-5,-6,-111,-3,3,3,-85,0,-5,0,-12,119,20,7,1,1,3,0,3,0,0
276228,Munster Rugby,away,27,win,88,346,6,5,4,94,10,7,27,791,6,4,0,6,180,18,11,3,1,3,0,2,0,0,10,-60,15,-12,-1,-7,-132,-5,5,3,-186,-1,1,-1,-10,79,12,3,0,1,1,-1,1,0,-1
276228,Ospreys,home,17,loss,148,331,18,6,11,226,15,2,24,977,7,3,1,16,101,6,8,3,0,2,1,1,0,1,-10,60,-15,12,1,7,132,5,-5,-3,186,1,-1,1,10,-79,-12,-3,0,-1,-1,1,-1,0,1
276229,Ulster Rugby,away,12,loss,115,288,4,4,9,136,18,6,17,660,6,9,1,10,121,21,14,3,0,3,1,1,0,2,-10,10,-5,-17,-1,0,11,3,-6,-7,-182,-2,3,-3,-2,7,17,6,1,0,1,0,-1,0,1
276229,Hollywoodbets Sharks,home,22,win,105,293,21,5,9,125,15,12,24,842,8,6,4,12,114,4,8,2,0,2,1,2,0,1,10,-10,5,17,1,0,-11,-3,6,7,182,2,-3,3,2,-7,-17,-6,-1,0,-1,0,1,0,-1
276230,Scarlets,home,16,win,152,495,25,3,9,222,14,9,28,1074,7,8,3,11,78,11,11,1,2,3,1,0,0,0,3,74,208,14,-2,6,128,0,1,-6,-146,-1,4,-3,3,-102,-14,-2,-1,2,0,0,-5,0,0
276230,Benetton Rugby,away,13,loss,78,287,11,5,3,94,14,8,34,1220,8,4,6,8,180,25,13,2,0,3,1,5,0,0,-3,-74,-208,-14,2,-6,-128,0,-1,6,146,1,-4,3,-3,102,14,2,1,-2,0,0,5,0,0
276231,Edinburgh Rugby,away,21,loss,70,188,11,2,6,73,9,5,18,531,5,5,2,8,123,24,11,5,0,2,0,1,0,1,-22,-56,-354,-13,-11,-15,-92,-8,1,1,-14,-2,2,2,-6,38,13,5,4,0,-3,-1,1,0,1
276231,DHL Stormers,home,43,win,126,542,24,13,21,165,17,4,17,545,7,3,0,14,85,11,6,1,0,5,1,0,0,0,22,56,354,13,11,15,92,8,-1,-1,14,2,-2,-2,6,-38,-13,-5,-4,0,3,1,-1,0,-1
276232,Connacht Rugby,home,14,loss,147,432,16,7,11,229,20,9,7,351,6,4,2,5,156,21,9,2,0,2,0,3,0,0,-24,15,-78,-5,0,-2,75,6,3,-5,-258,-5,-4,1,-7,-11,5,-1,1,0,-1,0,0,-1,0
276232,Emirates Lions,away,38,win,132,510,21,7,13,154,14,6,12,609,11,8,1,12,167,16,10,1,0,3,0,3,1,0,24,-15,78,5,0,2,-75,-6,-3,5,258,5,4,-1,7,11,-5,1,-1,0,1,0,0,1,0
276233,Dragons RFC,home,10,loss,73,245,11,4,4,127,7,5,27,1113,7,4,1,10,104,25,19,4,1,3,2,0,0,2,-21,-26,-252,-14,-4,-7,-10,-8,-2,-1,91,-1,-3,-2,-7,21,14,10,3,1,1,1,0,0,2
276233,Vodacom Bulls,away,31,win,99,497,25,8,11,137,15,7,28,1022,8,7,3,17,83,11,9,1,0,2,1,0,0,0,21,26,252,14,4,7,10,8,2,1,-91,1,3,2,7,-21,-14,-10,-3,-1,-1,-1,0,0,-2
276234,Zebre Parma,home,7,loss,120,424,22,3,13,174,17,8,32,984,9,4,1,19,87,16,11,3,0,3,1,0,0,1,-24,20,-54,6,-7,5,25,-3,0,-2,-235,4,-2,-2,2,-43,-6,1,2,0,-2,0,-1,0,0
276234,Leinster Rugby,away,31,win,100,478,16,10,8,149,20,8,34,1219,5,6,3,17,130,22,10,1,0,5,1,1,0,1,24,-20,54,-6,7,-5,-25,3,0,2,235,-4,2,2,-2,43,6,-1,-2,0,2,0,1,0,0
276235,Dragons RFC,home,20,win,79,355,24,4,4,104,17,4,31,1077,8,5,0,12,172,13,12,1,1,1,1,2,0,0,7,-65,2,11,2,-7,-63,2,-4,-5,-258,5,3,-3,0,83,-11,5,-1,0,0,-2,2,0,-1
276235,Zebre Parma,away,13,loss,144,353,13,2,11,167,15,8,36,1335,3,2,3,12,89,24,7,2,1,1,3,0,0,1,-7,65,-2,-11,-2,7,63,-2,4,5,258,-5,-3,3,0,-83,11,-5,1,0,0,2,-2,0,1
276236,Vodacom Bulls,away,14,loss,78,390,10,4,5,90,11,4,29,862,5,3,3,12,129,29,9,2,0,2,0,0,0,0,-33,-42,-142,-19,-7,-8,-48,-2,0,-2,-279,-2,0,0,4,43,19,-4,-2,0,-2,-1,-2,0,-1
276236,Leinster Rugby,home,47,win,120,532,29,11,13,138,13,4,31,1141,7,3,3,8,86,10,13,4,0,4,1,2,0,1,33,42,142,19,7,8,48,2,0,2,279,2,0,0,-4,-43,-19,4,2,0,2,1,2,0,1
276237,Benetton Rugby,home,18,win,141,456,25,7,9,185,11,9,28,909,11,4,0,12,203,30,9,0,0,2,0,1,0,0,4,-4,90,-5,2,1,-11,-3,2,3,12,7,-2,-2,1,50,5,-3,-3,0,0,-3,-1,0,0
276237,Connacht Rugby,away,14,loss,145,366,30,5,8,196,14,7,25,897,4,6,2,11,153,25,12,3,0,2,3,2,0,0,-4,4,-90,5,-2,-1,11,3,-2,-3,-12,-7,2,2,-1,-50,-5,3,3,0,0,3,1,0,0
276238,Edinburgh Rugby,away,13,loss,93,310,12,5,10,105,14,7,24,828,5,2,1,8,131,9,13,3,1,1,0,0,0,1,-10,-24,-143,3,-3,-8,-37,-3,3,0,54,-3,-1,-3,-5,40,-3,3,0,0,-1,-4,-3,0,1
